行政区,楼名称及栋号,三级转移登记时间
福田,鲁班大厦2号塔楼,2016/4/1
福田,香荔绿洲7栋,2016/4/1
福田,嘉洲华苑3栋,2016/4/1
福田,皇御苑B区9栋,2016/4/1
福田,瑞达苑,2016/4/1
福田,雨田村二期雨莲阁,2016/4/1
福田,香蜜湖水榭花都倚湖居1栋,2016/4/1
福田,雅颂居第3座,2016/4/1
福田,皇庭世纪花园1号楼,2016/4/1
福田,金茂礼都A栋,2016/4/1
福田,国都高尔夫花园绿致轩,2016/4/1
福田,城中雅苑B栋,2016/4/1
福田,晨晖家园1座,2016/4/1
福田,缇香名苑7栋,2016/4/1
福田,缇香名苑7栋,2016/4/1
福田,缇香名苑7栋,2016/4/1
福田,新阁小区单身宿舍7栋,2016/4/1
南山,荔枝苑3栋,2016/4/1
南山,光华街12栋,2016/4/1
南山,科技园34小区14栋,2016/4/1
南山,科技园34小区14栋,2016/4/1
南山,科技园34小区14栋,2016/4/1
南山,翠薇园住宅楼7栋,2016/4/1
南山,翠薇园住宅楼15栋,2016/4/1
南山,招商路北住宅楼16栋,2016/4/1
南山,福园单身公寓,2016/4/1
南山,南油生活B区23栋,2016/4/1
南山,宝珠花园7栋菱香阁,2016/4/1
南山,缤纷假日豪园D座,2016/4/1
南山,浪琴屿花园第18单元,2016/4/1
南山,电业综合楼,2016/4/1
南山,桂珠苑4号楼,2016/4/1
南山,保利城花园3#、4#楼,2016/4/1
南山,青春家园,2016/4/1
南山,青春家园,2016/4/1
南山,海印长城小区一期,2016/4/1
南山,碧海云天小区一期7号楼,2016/4/1
南山,苏豪名厦,2016/4/1
南山,鸿洲新都,2016/4/1
南山,世纪村1栋,2016/4/1
南山,红树东方家园14栋(碧海云天二期),2016/4/1
南山,海印长城小区13-15号楼,2016/4/1
南山,云海天城世家,2016/4/1
南山,新街口大楼,2016/4/1
南山,南油福临苑,2016/4/1
南山,中润大厦,2016/4/1
南山,美墅蓝山家园C栋,2016/4/1
南山,海怡东方花园1栋,2016/4/1
南山,英达.钰龙园C栋,2016/4/1
南山,俊峰丽舍花园3栋,2016/4/1
南山,米兰公寓,2016/4/1
南山,米兰公寓,2016/4/1
宝安,新安市场,2016/4/1
宝安,福中福商业城（二期）D5栋,2016/4/1
宝安,海韵花园A2栋,2016/4/1
宝安,华富小区华富商住楼B栋,2016/4/1
宝安,潜龙花园四栋,2016/4/1
宝安,潜龙花园五栋,2016/4/1
宝安,富源花园2号楼,2016/4/1
宝安,嘉华花园东区(1)C栋,2016/4/1
宝安,滢水山庄二区第二栋,2016/4/1
宝安,泰华豪园第一栋,2016/4/1
宝安,泰华豪园八栋,2016/4/1
宝安,泰华豪园九、十栋,2016/4/1
宝安,三十六区八号楼,2016/4/1
宝安,三十六区八号楼,2016/4/1
宝安,乐景花园五栋,2016/4/1
宝安,金成名苑一栋,2016/4/1
宝安,新华苑3栋,2016/4/1
宝安,桃源居13区2栋,2016/4/1
宝安,金叶茗苑1栋,2016/4/1
宝安,锦绣江南C3栋,2016/4/1
宝安,桃源居三区Ⅰ栋,2016/4/1
宝安,桃源居三区Ⅲ栋,2016/4/1
宝安,泰华明珠1栋,2016/4/1
宝安,世外桃源23栋,2016/4/1
宝安,新城市花园2栋,2016/4/1
宝安,碧海名园A栋,2016/4/1
宝安,世外桃源27栋,2016/4/1
宝安,日出印象花园B区4栋,2016/4/1
宝安,泰华*俊庭(1栋),2016/4/1
宝安,新锦安雅园(D区)2栋,2016/4/1
宝安,幸福海岸1栋,2016/4/1
宝安,兴业华庭1栋,2016/4/1
宝安,金成时代家园2栋,2016/4/1
宝安,富源*滨海春城1栋,2016/4/1
宝安,潜龙*鑫茂花园A区5栋,2016/4/1
宝安,潜龙*鑫茂花园A区6栋,2016/4/1
宝安,世纪春城（7号地块）1栋,2016/4/1
宝安,西城上筑花园2栋,2016/4/1
宝安,御景湾花园3栋,2016/4/1
宝安,金泓凯旋城5栋,2016/4/1
宝安,鸿隆广场1栋,2016/4/1
宝安,潜龙*鑫茂花园C区1栋,2016/4/1
宝安,鸿隆广场1栋,2016/4/1
宝安,潜龙*鑫茂花园C区1栋,2016/4/1
宝安,圣淘沙骏园2栋,2016/4/1
宝安,圣淘沙骏园6栋,2016/4/1
宝安,城市明珠花园13栋,2016/4/1
宝安,碧海富通城A栋,2016/4/1
宝安,桃源盛景园17栋,2016/4/1
宝安,招商华侨城曦城E2栋,2016/4/1
宝安,金地梅陇镇花园一期7栋,2016/4/1
宝安,东江豪苑1栋,2016/4/1
宝安,西岸观邸花园1栋,2016/4/1
宝安,碧水龙庭9栋,2016/4/1
宝安,白金假日公寓1栋,2016/4/1
宝安,七里香榭花园8栋,2016/4/1
宝安,西城丰和家园1栋,2016/4/1
宝安,金地梅陇镇花园10栋,2016/4/1
宝安,宝安海滨广场(三期)1栋,2016/4/1
宝安,槟城西岸华庭1栋,2016/4/1
宝安,可乐园A栋,2016/4/1
宝安,可乐园D栋,2016/4/1
宝安,碧水龙庭6栋,2016/4/1
宝安,西城品阁商住楼,2016/4/1
宝安,金海华府1栋,2016/4/1
宝安,鸿荣源禧园5栋,2016/4/1
宝安,桃源盛景园23栋,2016/4/1
宝安,海语西湾花园1栋,2016/4/1
宝安,永恒楼1栋,2016/4/1
宝安,兴达华府1栋,2016/4/1
宝安,碧湾雅园1栋,2016/4/1
龙岗,信和花园A栋,2016/4/1
龙岗,特丰综合楼,2016/4/1
罗湖,龙园山庄2栋,2016/4/1
罗湖,龙园山庄8栋,2016/4/1
龙岗,德兴花园德福苑3栋,2016/4/1
龙岗,丽湖花园丽俊阁I栋,2016/4/1
罗湖,住宅,2016/4/1
龙岗,天健花园21、22、23栋,2016/4/1
龙岗,鸿进花园B栋,2016/4/1
龙岗,德福花园德隆苑4栋,2016/4/1
龙岗,丽湖花园N栋丽安阁,2016/4/1
龙岗,龙珠花园明珠苑9栋,2016/4/1
龙岗,龙珠花园明珠苑11栋,2016/4/1
龙岗,龙珠花园龙威阁,2016/4/1
龙岗,龙珠花园明珠苑7栋(A座),2016/4/1
龙岗,国展苑五号楼（国耀台）,2016/4/1
龙岗,德兴城8栋、9栋、10栋、11栋,2016/4/1
龙岗,福园小区13栋,2016/4/1
龙岗,四季花城米兰苑10栋,2016/4/1
龙岗,国展苑七号楼（国安台）,2016/4/1
龙岗,丽湖花园6栋湖美阁,2016/4/1
龙岗,丽湖花园18栋湖晴阁,2016/4/1
龙岗,和兴花园A1栋,2016/4/1
龙岗,吉星花园2栋,2016/4/1
龙岗,百合山庄14栋(百卉苑),2016/4/1
龙岗,加洲花园A栋,2016/4/1
龙岗,中城康桥花园A6栋,2016/4/1
龙岗,中海怡翠山庄39栋,2016/4/1
龙岗,阳光翠园1栋,2016/4/1
龙岗,新龙岗花园南区3栋,2016/4/1
罗湖,龙园山庄高层住宅,2016/4/1
龙岗,百合山庄11栋,2016/4/1
龙岗,百合山庄11栋,2016/4/1
龙岗,龙珠花园龙珠阁、龙祥阁,2016/4/1
龙岗,康达尔花园3栋,2016/4/1
龙岗,怡乐花园5栋,2016/4/1
龙岗,盈翠家园5栋,2016/4/1
龙岗,布吉广场,2016/4/1
龙岗,中加名园6号楼,2016/4/1
龙岗,大世纪花园7栋,2016/4/1
龙岗,隆盛花园Z1、Z2、Z3栋,2016/4/1
龙岗,鸿基花园西区6号楼,2016/4/1
龙岗,桂芳园五期18栋(峰顶居),2016/4/1
龙岗,美利达新村AB栋,2016/4/1
龙岗,横岗城市中心花园9栋,2016/4/1
龙岗,百合星城A-C栋,2016/4/1
龙岗,灏景明苑二期,2016/4/1
龙岗,丽廷豪苑,2016/4/1
龙岗,大世纪花园9栋,2016/4/1
龙岗,中翠花园第一座B区,2016/4/1
龙岗,华浩源(B区)B栋,2016/4/1
龙岗,万科城(一期)C区4号楼,2016/4/1
龙岗,桂芳园(七期)30号楼,2016/4/1
龙岗,百合星城百合酒店及住宅楼,2016/4/1
龙岗,布吉中心花园,2016/4/1
龙岗,可园二期6号楼,2016/4/1
龙岗,可园二期7号楼,2016/4/1
龙岗,水晶之城四期49栋,2016/4/1
龙岗,信义假日名城逸翠园2号楼,2016/4/1
龙岗,怡康家园A栋,2016/4/1
龙岗,文雅豪庭C栋,2016/4/1
龙岗,旭景佳园（二期）5、6栋,2016/4/1
龙岗,阳光第五季花园2栋,2016/4/1
龙岗,鸿基花园三期3栋,2016/4/1
龙岗,英郡年华花园二期5栋,2016/4/1
龙岗,水岸新都三期28号楼,2016/4/1
龙岗,可园(七期)18号楼,2016/4/1
龙岗,茗萃园一期2号楼,2016/4/1
龙岗,茗萃园一期2号楼,2016/4/1
龙岗,华浩源四期1栋,2016/4/1
龙岗,旭景佳园（三期）9栋,2016/4/1
龙岗,万科城四期M区47号楼,2016/4/1
龙岗,万科城四期M区47号楼,2016/4/1
龙岗,深业东城上邸3栋,2016/4/1
龙岗,第五园(五期)1-3号楼,2016/4/1
龙岗,第五园(五期)1-3号楼,2016/4/1
龙岗,第五园(五期)1-3号楼,2016/4/1
龙岗,海语山林花园6号楼,2016/4/1
龙岗,公园大地花园九期42栋,2016/4/1
龙岗,公园大地花园九期42栋,2016/4/1
盐田,沙头角东部阳光B栋,2016/4/1
盐田,园林综合楼,2016/4/1
盐田,碧海蓝天明苑海天阁,2016/4/1
盐田,蓝色海月居第5栋,2016/4/1
盐田,旭飞华逸园2栋,2016/4/1
盐田,新世界倚山花园住宅A8栋,2016/4/1
盐田,万科东海岸社区齐山居118号,2016/4/1
龙岗,盈富家园AB区,2016/4/1
南山,中信红树湾花城2栋,2016/4/1
罗湖,新天地名居E栋,2016/4/1
福田,花好园A-1座,2016/4/1
福田,绿洲丰和家园绿景阁,2016/4/1
福田,韵动家园B座,2016/4/1
福田,韵动家园D座,2016/4/1
罗湖,置地逸轩A塔楼,2016/4/1
南山,前海天朗风清家园A栋天瑞园,2016/4/1
福田,御景华城花园1栋B座,2016/4/1
罗湖,联城美园华美阁,2016/4/1
南山,学子荔园A栋,2016/4/1
罗湖,龙园龙凤雅居龙腾阁,2016/4/1
罗湖,鸿翔花园4座,2016/4/1
罗湖,红群楼24栋,2016/4/1
南山,半岛城邦花园一期2栋,2016/4/1
福田,星河世纪大厦B栋,2016/4/1
福田,香蜜湖水榭花都(三期)鸣翠居5栋,2016/4/1
福田,香蜜湖水榭花都(三期)鸣翠居3栋,2016/4/1
福田,香蜜湖水榭花都(三期)鸣翠居3栋,2016/4/1
罗湖,淘金山湖景花园一期2号楼,2016/4/1
福田,凯旋豪庭B栋,2016/4/1
南山,御景东方花园2号楼,2016/4/1
南山,御景东方花园6号楼,2016/4/1
南山,华联城市山林花园一期1栋,2016/4/1
南山,华联城市山林花园一期1栋,2016/4/1
福田,美晨苑美雅阁,2016/4/1
盐田,泊岸雅苑,2016/4/1
南山,深蓝公寓,2016/4/1
福田,帝港海湾豪园AB栋,2016/4/1
南山,星海名城六期3栋,2016/4/1
罗湖,金稻田公寓B栋,2016/4/1
福田,岭尚时代园C座,2016/4/1
福田,高发城驰苑1栋,2016/4/1
罗湖,南塘商业广场C区,2016/4/1
福田,名津广场1栋,2016/4/1
南山,桑泰丹华园（三期）,2016/4/1
罗湖,百仕达东郡广场4号楼,2016/4/1
盐田,中海半山溪谷花园2栋,2016/4/1
盐田,中海半山溪谷花园19栋,2016/4/1
罗湖,翠山花半里雅筑,2016/4/1
南山,中信红树湾花城13栋,2016/4/1
南山,鼎太风华社区六期12座,2016/4/1
南山,雷圳碧榕湾海景花园2栋,2016/4/1
南山,纯水岸（七期）1栋,2016/4/1
南山,纯水岸（七期）1栋,2016/4/1
南山,荣村单身宿舍1栋,2016/4/1
南山,皇庭港湾花园,2016/4/1
南山,桃源村三期1栋,2016/4/1
南山,桃源村三期2栋,2016/4/1
南山,半岛城邦花园二期6栋,2016/4/1
南山,半岛城邦花园二期6栋,2016/4/1
南山,半岛城邦花园二期6栋,2016/4/1
龙岗,第五园八期3栋,2016/4/1
南山,中海阳光玫瑰园2栋,2016/4/1
宝安,金地梅陇镇花园19栋,2016/4/1
宝安,书香门第上河坊广场2栋,2016/4/1
宝安,万科金域华府一期1-8栋,2016/4/1
龙岗,君悦龙庭三期5栋,2016/4/1
龙岗,森雅谷,2016/4/1
南山,太古城花园（南区）,2016/4/1
宝安,天健时尚空间名苑,2016/4/1
龙岗,上品雅园2栋,2016/4/1
南山,汉京峰景苑,2016/4/1
龙岗,第五园(四期)1号楼,2016/4/1
宝安,宝田雅苑,2016/4/1
福田,福瑞阁,2016/4/1
宝安,财富港大厦,2016/4/1
宝安,财富港大厦,2016/4/1
南山,德意名居（一期）1栋,2016/4/1
南山,香山里花园（一期）3栋,2016/4/1
宝安,畔山御景花园8栋,2016/4/1
南山,中海阳光玫瑰园5栋,2016/4/1
龙岗,振业峦山谷花园（一期）10栋,2016/4/1
南山,万豪御景苑2栋,2016/4/1
福田,皇御苑C区B地块20栋,2016/4/1
南山,三湘海尚花园一期,2016/4/1
南山,向南瑞峰花园1栋,2016/4/1
南山,向南瑞峰花园1栋,2016/4/1
南山,向南瑞峰花园1栋,2016/4/1
宝安,高发西岸花园2栋,2016/4/1
龙岗,十二橡树庄园（一期）L3号楼,2016/4/1
龙岗,十二橡树庄园（一期）L3号楼,2016/4/1
龙岗,东方瑞景苑小户型住宅,2016/4/1
龙岗,东方瑞景苑小户型住宅,2016/4/1
龙岗,东方瑞景苑小户型住宅,2016/4/1
龙岗,东方瑞景苑小户型住宅,2016/4/1
龙岗,东方瑞景苑小户型住宅,2016/4/1
龙岗,东方瑞景苑小户型住宅,2016/4/1
龙岗,东方瑞景苑小户型住宅,2016/4/1
龙岗,东方瑞景苑小户型住宅,2016/4/1
龙岗,东方瑞景苑小户型住宅,2016/4/1
龙岗,东方瑞景苑小户型住宅,2016/4/1
龙岗,东方瑞景苑小户型住宅,2016/4/1
龙岗,东方瑞景苑小户型住宅,2016/4/1
龙岗,东方瑞景苑小户型住宅,2016/4/1
龙岗,东方瑞景苑小户型住宅,2016/4/1
龙岗,东方瑞景苑小户型住宅,2016/4/1
龙岗,东方瑞景苑小户型住宅,2016/4/1
龙岗,东方瑞景苑小户型住宅,2016/4/1
龙岗,东方瑞景苑小户型住宅,2016/4/1
盐田,绿色盐港家园,2016/4/1
龙岗,慢城四期1栋,2016/4/1
龙岗,慢城四期4栋,2016/4/1
龙岗,中海康城花园（二期）26栋,2016/4/1
盐田,和亨城市广场,2016/4/1
龙岗,中海康城花园D区8栋,2016/4/1
宝安,中粮鸿云花园1栋,2016/4/1
宝安,城市阳光花园,2016/4/1
南山,香山里花园（二期）7栋,2016/4/1
龙岗,大都汇大厦,2016/4/1
宝安,观湖园F17栋,2016/4/1
龙岗,阅山华府二期5、6号楼,2016/4/1
宝安,魅力时代花园3栋,2016/4/1
龙岗,星河时代花园B区B1栋,2016/4/1
福田,桐林公寓,2016/4/1
宝安,海雅广场1栋,2016/4/1
宝安,绿景香颂花园,2016/4/1
龙岗,东晟时代花园1号楼,2016/4/1
宝安,花半里清湖花园5栋,2016/4/1
龙岗,千林山居Ⅱ区36#楼,2016/4/1
宝安,宏发上域花园5#楼,2016/4/1
龙岗,非凡空间阁,2016/4/1
龙岗,阳基新天地家园1栋,2016/4/1
龙岗,阳基新天地家园1栋,2016/4/1
宝安,幸福海岸11栋,2016/4/1
龙岗,爱地花园二期3栋,2016/4/1
宝安,西城雅筑花苑,2016/4/1
宝安,御景水岸花园FB4栋,2016/4/1
宝安,湾美花园9#楼,2016/4/1
宝安,湾美花园9#楼,2016/4/1
宝安,湾美花园9#楼,2016/4/1
南山,纯水岸（十五期）二区5栋,2016/4/1
南山,宝能华府,2016/4/1
宝安,莱蒙春天花园(A818-0449宗地)1栋,2016/4/1
龙岗,东城中心花园,2016/4/1
龙岗,融湖世纪花园3号楼,2016/4/1
宝安,领航里程花园13栋,2016/4/1
龙岗,嘉御豪园8栋,2016/4/1
龙岗,荷康花园4栋,2016/4/1
龙岗,嘉宏湾花园二期10号楼,2016/4/1
南山,后海理想雅园,2016/4/1
龙岗,和成世纪名园,2016/4/1
宝安,中熙香缤山花园5栋,2016/4/1
宝安,金城大第花园1期2号楼,2016/4/1
宝安,莱蒙春天花园（A818-0444）1栋,2016/4/1
龙岗,金域中央花园一期,2016/4/1
南山,鲸山花园九期17号楼,2016/4/1
龙岗,熙璟城豪苑1栋,2016/4/1
福田,山语清晖花园2号楼,2016/4/1
福田,京基滨河时代广场（南区）,2016/4/1
龙岗,满京华喜悦里华庭二期,2016/4/1
盐田,梧桐春晓花园,2016/4/1
龙岗,仁恒峦山美地花园3栋,2016/4/1
龙岗,金地朗悦花园2栋,2016/4/1
南山,科大雅苑,2016/4/1
罗湖,市道路公司宿舍楼9-10栋,2016/4/5
罗湖,住宅3栋,2016/4/5
罗湖,荷花村荷丰阁,2016/4/5
罗湖,德兴大厦4栋,2016/4/5
罗湖,峰景台大厦2栋,2016/4/5
罗湖,梨园路单身住宅楼10栋,2016/4/5
罗湖,特力大厦,2016/4/5
罗湖,佳宁娜友谊广场C座,2016/4/5
罗湖,泰宁花园C栋,2016/4/5
罗湖,惠名花园6栋,2016/4/5
罗湖,新秀村28栋,2016/4/5
罗湖,百仕达花园二期1栋,2016/4/5
罗湖,祥和花园祥家阁,2016/4/5
罗湖,港逸豪庭,2016/4/5
罗湖,旭飞华天苑A栋,2016/4/5
罗湖,金泰名苑,2016/4/5
罗湖,松泉山庄4栋,2016/4/5
罗湖,红岗大厦1栋,2016/4/5
罗湖,叠翠居,2016/4/5
罗湖,华丽西村14号5栋,2016/4/5
罗湖,庐山大厦C座,2016/4/5
罗湖,深城公寓,2016/4/5
罗湖,齐明别墅B2-7,2016/4/5
罗湖,百仕达花园三期4栋,2016/4/5
罗湖,旭飞华达园京都阁,2016/4/5
罗湖,南洋大厦A栋,2016/4/5
罗湖,凯悦华庭,2016/4/5
罗湖,聚宝综合楼B栋,2016/4/5
罗湖,金众经典家园金兰阁,2016/4/5
罗湖,梧桐山新居10栋,2016/4/5
罗湖,沁芳名苑B栋,2016/4/5
罗湖,南方证券大厦C栋,2016/4/5
罗湖,丹枫白露苑A座,2016/4/5
罗湖,冠懋金色都汇金运阁,2016/4/5
罗湖,世界金融中心C座,2016/4/5
罗湖,旭飞华达园二期,2016/4/5
罗湖,新银座B栋,2016/4/5
罗湖,新银座B栋,2016/4/5
罗湖,城市天地广场B座,2016/4/5
罗湖,城市天地广场D座,2016/4/5
罗湖,金色年华家园1座,2016/4/5
罗湖,金色年华家园3座,2016/4/5
福田,福莲花园9栋(福盛阁),2016/4/5
福田,莲花北45栋,2016/4/5
福田,鹏盛村7栋,2016/4/5
福田,景新花园景新阁,2016/4/5
福田,园中花园B栋,2016/4/5
福田,香蜜新村6栋,2016/4/5
福田,国都高尔夫花园翠逸阁,2016/4/5
福田,绅宝花园,2016/4/5
福田,嘉汇新城嘉悦阁,2016/4/5
福田,梅林荔园阁,2016/4/5
福田,东海花园福禄居6栋,2016/4/5
福田,时代华庭1栋,2016/4/5
福田,翡翠名园15、16单元,2016/4/5
福田,皇御苑A区1-4栋,2016/4/5
福田,华富大厦,2016/4/5
福田,彩天名苑,2016/4/5
福田,鸿景湾名苑,2016/4/5
福田,益田村107栋,2016/4/5
福田,天然居一区,2016/4/5
福田,梅林一村90栋,2016/4/5
福田,益田村104栋,2016/4/5
福田,现代之窗大厦,2016/4/5
福田,皇达东方雅苑1栋,2016/4/5
福田,港城华庭2号塔楼,2016/4/5
福田,鹏盛年华公寓B栋,2016/4/5
福田,皇御苑B区12栋,2016/4/5
福田,金港豪庭F座,2016/4/5
福田,青海大厦,2016/4/5
福田,皇庭世纪花园4号楼,2016/4/5
福田,皇庭世纪花园5号楼,2016/4/5
福田,皇庭世纪花园8号楼,2016/4/5
福田,盛世家园（二期）丁栋7号楼,2016/4/5
福田,趣园,2016/4/5
福田,趣园,2016/4/5
福田,趣园,2016/4/5
福田,阳光城市家园A座,2016/4/5
福田,翰岭花园13栋,2016/4/5
南山,科技园34小区14栋,2016/4/5
南山,桃苑单身公寓,2016/4/5
南山,翠薇园住宅楼2栋,2016/4/5
南山,海王大厦住宅楼,2016/4/5
南山,桃苑单身宿舍F栋,2016/4/5
南山,世纪广场,2016/4/5
南山,世纪广场,2016/4/5
南山,翠竹园职工住宅楼4栋,2016/4/5
南山,盛德苑4栋,2016/4/5
南山,海典居2栋,2016/4/5
南山,文德福花园3栋,2016/4/5
南山,海典居3栋,2016/4/5
南山,海月花园26栋,2016/4/5
南山,金海燕花园4栋,2016/4/5
南山,龙坤居1栋,2016/4/5
南山,京光海景花园B栋,2016/4/5
南山,缤纷假日豪园F座,2016/4/5
南山,鸿瑞花园瑞兴阁,2016/4/5
南山,阳光海景豪苑B座,2016/4/5
南山,南粤明珠,2016/4/5
南山,保利城花园3#、4#楼,2016/4/5
南山,瑞景华庭,2016/4/5
南山,瑞景华庭,2016/4/5
南山,青春家园,2016/4/5
南山,鼎太风华社区A栋,2016/4/5
南山,苏豪名厦,2016/4/5
南山,苏豪名厦,2016/4/5
南山,海月花园二期9栋,2016/4/5
南山,招商桃花园A区5栋,2016/4/5
南山,前海花园10栋,2016/4/5
南山,金海岸大厦,2016/4/5
南山,金海岸大厦,2016/4/5
南山,金海岸大厦,2016/4/5
南山,时代骄子大厦,2016/4/5
南山,汇宾广场二期汇绣阁,2016/4/5
南山,新街口大楼,2016/4/5
南山,东帝海景家园1栋,2016/4/5
南山,英达.钰龙园D栋,2016/4/5
南山,西海明珠花园D座,2016/4/5
南山,荔林春晓小区C塔楼,2016/4/5
宝安,新安湖花园新康阁,2016/4/5
宝安,怡合花园三栋,2016/4/5
宝安,富通苑A栋,2016/4/5
宝安,玉华花园华思阁,2016/4/5
宝安,松涛大厦,2016/4/5
宝安,泰华锦绣城1栋,2016/4/5
宝安,宝雅花园A2栋,2016/4/5
宝安,湖景居一栋,2016/4/5
宝安,观澜豪园D栋,2016/4/5
宝安,金成名苑一栋,2016/4/5
宝安,庆宜华苑丙栋,2016/4/5
宝安,金碧世家3栋,2016/4/5
宝安,龙腾阁商住楼B栋,2016/4/5
宝安,中南花园2栋,2016/4/5
宝安,天骄世家9栋,2016/4/5
宝安,馨园二期5栋,2016/4/5
宝安,桃源居13区8栋,2016/4/5
宝安,冠城世家6栋,2016/4/5
宝安,苹果园1栋,2016/4/5
宝安,翠景居A1栋,2016/4/5
宝安,翠景居A2栋,2016/4/5
宝安,新阳丽舍1栋,2016/4/5
宝安,鸿景园4栋,2016/4/5
宝安,白金酒店公寓1栋,2016/4/5
宝安,城市明珠花园12栋,2016/4/5
宝安,德业新城花园A区1-2号楼,2016/4/5
宝安,尚都花园2栋,2016/4/5
宝安,尚都花园2栋,2016/4/5
宝安,金泓凯旋城4栋,2016/4/5
宝安,世纪春城（8号地块）1栋,2016/4/5
宝安,青年城邦园1栋,2016/4/5
宝安,桃源盛景园9栋,2016/4/5
宝安,桃源盛景园18栋,2016/4/5
宝安,白金假日公寓1栋,2016/4/5
宝安,世纪春城三期4栋,2016/4/5
宝安,东华明珠园2栋,2016/4/5
宝安,宝安海滨广场(三期)1栋,2016/4/5
宝安,槟城西岸华庭2栋,2016/4/5
宝安,大信花园13栋,2016/4/5
宝安,阳光海湾花园2栋,2016/4/5
宝安,中海西岸华府1栋,2016/4/5
宝安,碧海富通城6栋,2016/4/5
宝安,佳华书苑雅阁1栋,2016/4/5
宝安,招商华侨城曦城J3栋,2016/4/5
宝安,金海华府1栋,2016/4/5
宝安,熙龙湾花园（N23区）4栋,2016/4/5
宝安,幸福枫景花园第1栋,2016/4/5
宝安,金港华庭1栋,2016/4/5
宝安,香缇湾花园1栋,2016/4/5
宝安,香缇湾花园1栋,2016/4/5
