行政区,楼名称及栋号,三级转移登记时间
龙岗,中城康桥花园二期29栋,2016/3/1
龙岗,阳光广场B栋,2016/3/1
龙岗,桂芳园(七期)30号楼,2016/3/1
龙岗,锦城星苑5栋,2016/3/1
龙岗,锦城星苑5栋,2016/3/1
龙岗,泰雅园3号楼,2016/3/1
龙岗,英郡年华花园3栋,2016/3/1
龙岗,百合星城(二期)5-7号楼,2016/3/1
龙岗,悦城花园3号楼,2016/3/1
龙岗,信义锦绣花园8号楼,2016/3/1
龙岗,左庭右院（南区）2号楼,2016/3/1
龙岗,依山郡花园二期14栋,2016/3/1
龙岗,锦龙名苑6号楼,2016/3/1
龙岗,千林山居I区31号楼,2016/3/1
盐田,东埔海景花园6栋,2016/3/1
盐田,翠景花园第5栋,2016/3/1
盐田,旭飞华逸园2栋,2016/3/1
盐田,旭飞华逸园4栋,2016/3/1
罗湖,星湖花园8栋B座,2016/3/1
福田,花好园A-1座,2016/3/1
福田,尚书苑尚乐府,2016/3/1
南山,星海名城五期2单元,2016/3/1
盐田,东海丽景花园7栋,2016/3/1
南山,红树西岸花园1栋,2016/3/1
福田,五洲星苑A栋,2016/3/1
盐田,金港盛世华庭5栋,2016/3/1
福田,云顶翠峰花园三期B座,2016/3/1
南山,缘来居,2016/3/1
福田,保税区管理局新桂花村6号楼,2016/3/1
南山,关口村人民医院住宅楼,2016/3/1
福田,南光名仕苑,2016/3/1
福田,圆梦园C1栋,2016/3/1
罗湖,红桂皇冠名庭,2016/3/1
福田,福源花园,2016/3/1
福田,帝港海湾豪园-城市3米6公寓,2016/3/1
福田,南方国际广场A栋,2016/3/1
南山,映月湾花园3号楼,2016/3/1
罗湖,汇泰大厦B栋,2016/3/1
盐田,倚山时代雅居,2016/3/1
南山,诺德假日花园7号楼,2016/3/1
盐田,金水湾御园D座,2016/3/1
南山,半岛城邦花园二期9栋,2016/3/1
南山,四海公寓,2016/3/1
龙岗,盛龙花园二期9号楼,2016/3/1
宝安,万科金域华府一期1-8栋,2016/3/1
南山,阳光花地苑B座,2016/3/1
龙岗,大山地花园41栋,2016/3/1
宝安,天健时尚空间名苑,2016/3/1
龙岗,景和园8号楼,2016/3/1
宝安,财富港大厦,2016/3/1
罗湖,布心阳光明居丙栋,2016/3/1
南山,万豪御景苑2栋,2016/3/1
罗湖,京基一百大厦E座,2016/3/1
宝安,花样年花郡家园,2016/3/1
南山,君汇新天花园1栋,2016/3/1
南山,君汇新天花园1栋,2016/3/1
福田,皇御苑C区B地块21栋,2016/3/1
宝安,花乡家园,2016/3/1
龙岗,怡龙枫景园1号楼,2016/3/1
福田,龙轩豪庭,2016/3/1
宝安,黄金大厦1栋,2016/3/1
南山,半山语林公寓,2016/3/1
宝安,万科金色领域花园（一期）2栋,2016/3/1
宝安,魅力时代花园1栋,2016/3/1
宝安,绿景香颂花园,2016/3/1
宝安,花半里清湖花园3栋,2016/3/1
宝安,桃源峰景园5栋,2016/3/1
宝安,桃源峰景园5栋,2016/3/1
宝安,招商果岭花园3栋,2016/3/1
龙岗,非凡空间阁,2016/3/1
宝安,万科翡丽郡花园1栋,2016/3/1
宝安,碧海富通城17栋,2016/3/1
罗湖,合正荣悦府二期5栋,2016/3/1
福田,香蜜苑1栋,2016/3/1
龙岗,荷康花园4栋,2016/3/1
宝安,中熙香缤山花园6栋,2016/3/1
南山,翡翠海岸花园,2016/3/1
龙岗,承翰陶源花园1栋,2016/3/1
罗湖,海丰苑黄山阁,2016/3/2
罗湖,布心花园30栋,2016/3/2
罗湖,鹏基工业区105栋,2016/3/2
罗湖,田贝东10号大院住宅楼5栋,2016/3/2
罗湖,泰和花园3栋,2016/3/2
罗湖,泰宁花园A栋,2016/3/2
罗湖,云峰花园晓峰阁,2016/3/2
罗湖,畔山花园11栋,2016/3/2
罗湖,翠拥华庭翠华阁,2016/3/2
罗湖,红岗东村公寓A栋,2016/3/2
罗湖,金园,2016/3/2
罗湖,雅仕居1栋（风信子）,2016/3/2
罗湖,旭飞华天苑A栋,2016/3/2
罗湖,嘉湖新都春天阁,2016/3/2
罗湖,东方凤雅台5栋,2016/3/2
罗湖,云景豪园雅景阁,2016/3/2
罗湖,鹿茵翠地6栋,2016/3/2
罗湖,旺业豪苑旺业阁,2016/3/2
罗湖,碧岭华庭1号楼,2016/3/2
罗湖,嘉年华名苑,2016/3/2
罗湖,田苑新村103栋,2016/3/2
罗湖,阳光天地家园A座天地轩,2016/3/2
罗湖,东晓花园4栋,2016/3/2
罗湖,崇德雍翠华府御松阁,2016/3/2
罗湖,星桂园A座,2016/3/2
罗湖,虹桥星座大厦B座,2016/3/2
罗湖,旭飞华达园二期,2016/3/2
罗湖,城市天地广场C座,2016/3/2
罗湖,城市天地广场C座,2016/3/2
罗湖,城市天地广场D座,2016/3/2
罗湖,金色年华家园2座,2016/3/2
福田,台湾花园大厦西座,2016/3/2
福田,鹏盛村6栋,2016/3/2
福田,庆典大厦,2016/3/2
福田,单身宿舍47栋,2016/3/2
福田,福源大厦1栋,2016/3/2
福田,吉莲大厦3栋,2016/3/2
福田,新景苑C栋,2016/3/2
福田,新洲花园大厦A座,2016/3/2
福田,缔梦园雅梦轩,2016/3/2
福田,东海花园福禄居6栋,2016/3/2
福田,金海湾花园1栋,2016/3/2
福田,彩福大厦,2016/3/2
福田,华安园,2016/3/2
福田,皇御苑A区1-4栋,2016/3/2
福田,金海湾花园9栋,2016/3/2
福田,天健阳光华苑,2016/3/2
福田,梅林一村1栋,2016/3/2
福田,城市绿洲花园5栋,2016/3/2
福田,皇达东方雅苑5栋,2016/3/2
福田,港城华庭3号塔楼,2016/3/2
福田,益田村117栋,2016/3/2
福田,特皓苑3栋,2016/3/2
福田,都市阳光名苑3栋,2016/3/2
福田,黄埔雅苑骏悠园2座,2016/3/2
福田,漾福居西座,2016/3/2
福田,皇庭世纪花园5号楼,2016/3/2
福田,皇庭世纪花园8号楼,2016/3/2
福田,国都高尔夫花园绿致轩,2016/3/2
福田,绿景花园二期B1栋,2016/3/2
福田,发展兴苑2号楼（紫荆阁）,2016/3/2
福田,星座大厦,2016/3/2
福田,翰岭花园11栋,2016/3/2
南山,桃苑单身公寓,2016/3/2
南山,曙光花园商住楼,2016/3/2
南山,桃源村33栋,2016/3/2
南山,美加广场E栋,2016/3/2
南山,龙坤居1栋,2016/3/2
南山,南贸综合市场,2016/3/2
南山,艺华花园1栋,2016/3/2
南山,艺华花园2栋,2016/3/2
南山,仓前锦福苑03栋,2016/3/2
南山,福满园,2016/3/2
南山,阳光海景豪苑B座,2016/3/2
南山,创世纪滨海花园10座,2016/3/2
南山,阳光棕榈园2栋,2016/3/2
南山,青春家园,2016/3/2
南山,海印长城小区一期,2016/3/2
南山,前海明珠,2016/3/2
南山,金晖大厦B区,2016/3/2
南山,前海花园14栋,2016/3/2
南山,心语雅园,2016/3/2
南山,心语雅园,2016/3/2
南山,英达.钰龙园C栋,2016/3/2
南山,鼎太风华社区二栋,2016/3/2
南山,滨海之窗花园5栋,2016/3/2
南山,光彩山居岁月家园D栋,2016/3/2
南山,中爱花园公寓,2016/3/2
宝安,洪浪二村十一栋,2016/3/2
宝安,三十三区商住楼03B栋,2016/3/2
宝安,农贸市场综合楼,2016/3/2
宝安,贤基大厦一栋,2016/3/2
宝安,福中福商业城一栋,2016/3/2
宝安,金侨花园12栋,2016/3/2
宝安,潜龙花园四栋,2016/3/2
宝安,海滨广场B栋,2016/3/2
宝安,文福大厦一栋,2016/3/2
宝安,桃源居14区7栋,2016/3/2
宝安,立新湖花园金美阁,2016/3/2
宝安,富瑰园E栋,2016/3/2
宝安,富盈门花园D栋,2016/3/2
宝安,时代景苑4栋,2016/3/2
宝安,华昱苑3栋,2016/3/2
宝安,万家灯火花园2栋,2016/3/2
宝安,达海花园6栋,2016/3/2
宝安,锦绣江南A3栋,2016/3/2
宝安,煜丰泽花园广场1栋,2016/3/2
宝安,美丽365K2栋,2016/3/2
宝安,旭仕达名苑1栋,2016/3/2
宝安,旭仕达名苑1栋,2016/3/2
宝安,苹果园1栋,2016/3/2
宝安,金达花园7栋,2016/3/2
宝安,雅然居1栋,2016/3/2
宝安,桦润馨居一期B区B6栋,2016/3/2
宝安,日出印象花园10栋,2016/3/2
宝安,华美丽苑5栋,2016/3/2
宝安,金域豪庭4栋,2016/3/2
宝安,怡宝花园1栋,2016/3/2
宝安,深业*新岸线1栋,2016/3/2
宝安,深业*新岸线3栋,2016/3/2
宝安,兴华花园5栋,2016/3/2
宝安,桃源居14区1栋,2016/3/2
宝安,桃源居14区1栋,2016/3/2
宝安,皓月花园11栋,2016/3/2
宝安,香缤广场1栋,2016/3/2
宝安,金泓凯旋城1栋,2016/3/2
宝安,桃源盛景园1栋,2016/3/2
宝安,桃源盛景园3栋,2016/3/2
宝安,桃源盛景园3栋,2016/3/2
宝安,鸿隆广场1栋,2016/3/2
宝安,鸿隆广场1栋,2016/3/2
宝安,锦绣江南Ⅱ栋,2016/3/2
宝安,圣淘沙骏园2栋,2016/3/2
宝安,中航格澜阳光花园17栋,2016/3/2
宝安,风临洲苑1栋,2016/3/2
宝安,金地梅陇镇花园一期8栋,2016/3/2
宝安,金域豪庭1-1栋,2016/3/2
宝安,东江豪苑1栋,2016/3/2
宝安,南国丽园1栋,2016/3/2
宝安,西岸观邸花园3栋,2016/3/2
宝安,世纪春城三期1栋,2016/3/2
宝安,香缇雅苑1＃楼,2016/3/2
宝安,西城丰和家园1栋,2016/3/2
宝安,春华四季园41栋,2016/3/2
宝安,春华四季园42栋,2016/3/2
宝安,宏发领域花园2栋,2016/3/2
宝安,金地梅陇镇花园15栋,2016/3/2
宝安,桃源盛世园1#-6#楼,2016/3/2
宝安,棕榈堡花园1栋,2016/3/2
宝安,宝安海滨广场(三期)1栋,2016/3/2
宝安,碧水龙庭6栋,2016/3/2
宝安,阳光海湾花园5栋,2016/3/2
宝安,中海西岸华府11栋,2016/3/2
宝安,星河丹堤花园E区2栋,2016/3/2
宝安,世纪春城四期2#楼,2016/3/2
宝安,世纪春城四期2#楼,2016/3/2
宝安,世纪春城四期3#楼,2016/3/2
宝安,金海华府1栋,2016/3/2
宝安,熙龙湾花园（N23区）5栋,2016/3/2
宝安,熙龙湾花园（N23区）5栋,2016/3/2
宝安,香缇湾花园1栋,2016/3/2
宝安,湾上六座花园1栋,2016/3/2
宝安,湾上六座花园6栋,2016/3/2
宝安,湾上六座花园7栋,2016/3/2
宝安,中粮万福阁1栋,2016/3/2
宝安,中粮万福阁1栋,2016/3/2
宝安,碧海富通城13栋,2016/3/2
龙岗,国展苑3号楼(国兴台),2016/3/2
龙岗,龙珠花园明珠苑9栋,2016/3/2
龙岗,德兴城12栋、13栋、14栋、15栋,2016/3/2
龙岗,中海怡翠山庄3栋,2016/3/2
龙岗,中海怡翠山庄5栋,2016/3/2
龙岗,丽湖花园15栋湖轩阁,2016/3/2
龙岗,东方半岛花园3栋,2016/3/2
龙岗,泓瀚苑29栋,2016/3/2
龙岗,榭丽花园Z7栋,2016/3/2
龙岗,大世纪花园6栋,2016/3/2
龙岗,紫薇花园西01栋,2016/3/2
龙岗,茂业城帝景峰2栋,2016/3/2
龙岗,和兴花园4、5栋,2016/3/2
龙岗,中城康桥花园E栋,2016/3/2
龙岗,盈翠家园6栋,2016/3/2
龙岗,桂芳园16栋(瑞香阁),2016/3/2
龙岗,信义假日名城博雅园3栋,2016/3/2
龙岗,桂芳园五期19栋(依涛居),2016/3/2
龙岗,香林玫瑰花园桂香阁,2016/3/2
龙岗,中房怡乐花园9栋,2016/3/2
龙岗,茵悦之生花园二期8栋,2016/3/2
龙岗,泽润华庭C栋,2016/3/2
龙岗,可园三期9号楼,2016/3/2
龙岗,东方御花园1号楼,2016/3/2
龙岗,英郡年华花园3栋,2016/3/2
龙岗,左庭右院（北区）1号楼,2016/3/2
龙岗,绿色满庭芳,2016/3/2
龙岗,紫郡32号楼,2016/3/2
龙岗,阳光花园18栋,2016/3/2
龙岗,华浩源(A区)1号楼,2016/3/2
龙岗,大山地花园14栋,2016/3/2
龙岗,鸿基花园三期3栋,2016/3/2
龙岗,慢城三期16号楼,2016/3/2
龙岗,华浩源四期2栋,2016/3/2
龙岗,第五园八期6栋,2016/3/2
盐田,海荣居住宅楼2栋,2016/3/2
盐田,盐田9#区东鹏住宅楼3栋,2016/3/2
盐田,倚天阁2栋,2016/3/2
龙岗,盈富家园AB区,2016/3/2
罗湖,一品东门雅园南楼,2016/3/2
罗湖,新天地名居B栋,2016/3/2
罗湖,新天地名居C栋,2016/3/2
南山,前海天朗风清家园A栋天琪园,2016/3/2
福田,御景华城花园2栋,2016/3/2
福田,宏轩大厦,2016/3/2
南山,红树西岸花园3栋,2016/3/2
罗湖,都心名苑,2016/3/2
南山,城市山谷花园9栋,2016/3/2
南山,海韵嘉园韵海苑1栋,2016/3/2
盐田,和亨中心广场1栋,2016/3/2
罗湖,双城世纪大厦,2016/3/2
罗湖,双城世纪大厦,2016/3/2
南山,名家富居3栋,2016/3/2
盐田,泊岸雅苑,2016/3/2
南山,阳光华艺大厦2栋,2016/3/2
罗湖,红桂皇冠名庭,2016/3/2
罗湖,红桂皇冠名庭,2016/3/2
福田,帝港海湾豪园-城市3米6公寓,2016/3/2
罗湖,乐华楼,2016/3/2
福田,岭尚时代园B座,2016/3/2
福田,葵花公寓,2016/3/2
南山,映月湾花园3号楼,2016/3/2
福田,半山御景华庭3栋,2016/3/2
福田,中城天邑花园3座,2016/3/2
罗湖,双御雅轩,2016/3/2
罗湖,铂金时代公寓,2016/3/2
盐田,东部山海家园4号楼,2016/3/2
罗湖,汇泰大厦B栋,2016/3/2
南山,香瑞园9号楼,2016/3/2
罗湖,翠山花半里雅筑,2016/3/2
南山,诺德假日花园8号楼,2016/3/2
南山,向南海德大厦B座,2016/3/2
南山,向南海德大厦B座,2016/3/2
南山,颐安阅海台,2016/3/2
南山,鼎太风华社区七期23、24座,2016/3/2
南山,鼎太风华社区七期16-18、20座,2016/3/2
宝安,金地梅陇镇花园19栋,2016/3/2
宝安,金地梅陇镇花园19栋,2016/3/2
龙岗,盛龙花园二期8号楼,2016/3/2
宝安,万科金域华府一期1-8栋,2016/3/2
龙岗,大山地花园41栋,2016/3/2
龙岗,乐安居大酒店（公寓部分）,2016/3/2
宝安,招商澜园7#,2016/3/2
宝安,招商澜园7#,2016/3/2
龙岗,阅山华府一期工程7号楼,2016/3/2
南山,太古城花园（南区）,2016/3/2
南山,太古城花园（南区）,2016/3/2
龙岗,第五园(四期)1号楼,2016/3/2
龙岗,景和园8号楼,2016/3/2
福田,御河堤花园,2016/3/2
宝安,熙龙湾花园（N10区）6栋,2016/3/2
龙岗,花语岸花园1栋、2栋、5栋,2016/3/2
南山,太古城花园（北区）一期,2016/3/2
宝安,财富港大厦,2016/3/2
龙岗,中海康城花园B区4-7栋,2016/3/2
龙岗,中海康城花园B区4-7栋,2016/3/2
宝安,畔山御景花园8栋,2016/3/2
罗湖,深圳市人民医院住宅楼13栋,2016/3/2
宝安,花样年花郡家园,2016/3/2
福田,皇御苑C区B地块20栋,2016/3/2
龙岗,茗萃园三期12号楼、13号楼,2016/3/2
宝安,万科金域华府（南地块）Ⅱ期1栋,2016/3/2
宝安,花乡家园,2016/3/2
宝安,花乡家园,2016/3/2
宝安,花乡家园,2016/3/2
宝安,金地上塘道花园11栋,2016/3/2
龙岗,东方瑞景苑小户型住宅,2016/3/2
宝安,潜龙曼海宁花园（南区）2栋,2016/3/2
宝安,潜龙曼海宁花园（南区）5、6、7栋,2016/3/2
宝安,城市峰尚花园,2016/3/2
盐田,和亨城市广场,2016/3/2
宝安,黄金大厦1栋,2016/3/2
宝安,凤凰花苑1栋,2016/3/2
南山,香山里花园（二期）6栋,2016/3/2
南山,官龙名苑,2016/3/2
龙岗,首创八意府6栋,2016/3/2
龙岗,中森双子座公馆1栋,2016/3/2
南山,泛海拉菲花园（二期）1栋,2016/3/2
南山,泛海拉菲花园（二期）1栋,2016/3/2
福田,桐林公寓,2016/3/2
龙岗,睿智华庭A栋,2016/3/2
宝安,招商果岭花园6栋,2016/3/2
宝安,招商果岭花园7栋,2016/3/2
福田,水畔紫云阁,2016/3/2
福田,水畔紫云阁,2016/3/2
宝安,中粮锦云花园1栋,2016/3/2
龙岗,公园里花园一期A栋,2016/3/2
宝安,公馆一八六六花园（南区）2栋,2016/3/2
宝安,公馆一八六六花园（南区）2栋,2016/3/2
宝安,星河盛世花园(一期)1栋,2016/3/2
宝安,星河盛世花园(一期)1栋,2016/3/2
宝安,星河盛世花园（二期）,2016/3/2
宝安,星河盛世花园（二期）,2016/3/2
龙岗,悦城花园三期21栋,2016/3/2
宝安,西城雅筑花苑,2016/3/2
宝安,西城雅筑花苑,2016/3/2
宝安,湾美花园9#楼,2016/3/2
南山,宝能华府,2016/3/2
龙岗,信义御城豪园1栋,2016/3/2
宝安,勤诚达和园4#楼,2016/3/2
龙岗,满京华喜悦里华庭一期,2016/3/2
龙岗,嘉御豪园1栋,2016/3/2
龙岗,嘉宏湾花园二期3号楼,2016/3/2
宝安,中熙香缤山花园2栋,2016/3/2
宝安,中熙香缤山花园6栋,2016/3/2
宝安,瑞尚居3栋,2016/3/2
宝安,润恒尚园6栋,2016/3/2
罗湖,田贝东3号大院1栋,2016/3/3
罗湖,高嘉花园高晖楼5栋,2016/3/3
罗湖,布心花园11栋,2016/3/3
罗湖,松园南九巷住宅楼13栋,2016/3/3
罗湖,港莲村319C栋,2016/3/3
罗湖,西湖花园西凌阁,2016/3/3
罗湖,翠竹苑39栋,2016/3/3
罗湖,住宅楼2栋,2016/3/3
罗湖,金福大厦,2016/3/3
罗湖,百仕达花园二期10栋,2016/3/3
罗湖,百仕达花园二期11栋,2016/3/3
罗湖,绿景山庄5栋,2016/3/3
罗湖,长丰苑曼域轩(主楼),2016/3/3
罗湖,祥和花园祥合阁,2016/3/3
罗湖,水库市场综合楼,2016/3/3
罗湖,旭飞华天苑B栋,2016/3/3
罗湖,都市名园名盛阁E栋,2016/3/3
罗湖,海珑华苑海天阁,2016/3/3
罗湖,海珑华苑海阔阁,2016/3/3
罗湖,百仕达花园三期3栋,2016/3/3
罗湖,旭飞华达园京都阁,2016/3/3
罗湖,旭飞华达园京都阁,2016/3/3
罗湖,旭飞华达园九州阁,2016/3/3
罗湖,安业花园C2栋,2016/3/3
罗湖,嘉宝田花园鸿福阁(F),2016/3/3
罗湖,锦上花家园B栋,2016/3/3
罗湖,金城华庭8栋,2016/3/3
罗湖,金鼎大厦B栋,2016/3/3
罗湖,东方都会大厦B座,2016/3/3
罗湖,麟腾苑（二）,2016/3/3
罗湖,鹏城合正星园A栋,2016/3/3
罗湖,城市天地广场B座,2016/3/3
罗湖,城市天地广场D座,2016/3/3
福田,园岭花园翠林阁,2016/3/3
福田,红荔村住宅区08栋,2016/3/3
福田,福华新村36栋,2016/3/3
福田,福滨新村09栋,2016/3/3
福田,园岭新村116栋,2016/3/3
福田,皇城广场皇溪苑,2016/3/3
福田,南天大厦第5栋,2016/3/3
福田,彩虹新都彩荟阁,2016/3/3
福田,益田村80栋,2016/3/3
福田,香蜜三村1栋,2016/3/3
福田,旭飞花园A栋,2016/3/3
福田,园东花园3栋,2016/3/3
福田,景田天健花园8栋,2016/3/3
福田,香蜜新村1栋,2016/3/3
福田,鹏益花园2栋,2016/3/3
福田,银庄大厦银月阁,2016/3/3
福田,星河明居,2016/3/3
福田,缔梦园丽梦轩,2016/3/3
福田,旭飞花园C栋,2016/3/3
福田,福昌苑3栋,2016/3/3
福田,星河雅居,2016/3/3
福田,合正名园,2016/3/3
福田,皇御苑A区1-4栋,2016/3/3
福田,海华阁,2016/3/3
福田,群星广场,2016/3/3
福田,群星广场,2016/3/3
福田,瑞和园瑞祥阁,2016/3/3
福田,梅林一村20栋,2016/3/3
福田,特发小区住宅18栋,2016/3/3
福田,金地海景花园E区37栋,2016/3/3
福田,翠馨居1栋,2016/3/3
福田,皇达东方雅苑5栋,2016/3/3
福田,新阁小区单身宿舍1栋,2016/3/3
福田,黄埔雅苑逸悠园1栋,2016/3/3
福田,汇港名苑,2016/3/3
福田,南光捷佳大厦,2016/3/3
福田,皇庭彩园第二栋,2016/3/3
福田,园博绿苑,2016/3/3
福田,恒运豪庭1栋,2016/3/3
福田,鑫竹苑C栋,2016/3/3
福田,金港豪庭A座,2016/3/3
福田,蓝天绿都家园主楼,2016/3/3
福田,皇庭世纪花园4号楼,2016/3/3
福田,新世界上梅林家园2栋,2016/3/3
福田,绿景花园二期D栋,2016/3/3
福田,越众越海家园1栋,2016/3/3
南山,永安单身宿舍,2016/3/3
南山,海王大厦住宅楼,2016/3/3
南山,荔香楼,2016/3/3
南山,荣村住宅D1栋,2016/3/3
南山,松坪山住宅楼40栋,2016/3/3
南山,深南花园A座,2016/3/3
南山,豪园6栋,2016/3/3
南山,南油生活B区65栋,2016/3/3
南山,世纪广场,2016/3/3
南山,月亮湾山庄C区低层住宅,2016/3/3
南山,金海燕花园4栋,2016/3/3
南山,龙坤居1栋,2016/3/3
南山,仓前锦福苑01-02栋,2016/3/3
南山,大陆庄园4#,2016/3/3
南山,万象新园倚天阁（A栋）,2016/3/3
南山,蛇口花园城碧雅轩13、15、16栋,2016/3/3
南山,汇景花园,2016/3/3
南山,龙泰轩,2016/3/3
南山,向南西海花园D栋,2016/3/3
南山,瑞景华庭,2016/3/3
南山,瑞景华庭,2016/3/3
南山,鼎太风华社区A栋,2016/3/3
南山,苏豪名厦,2016/3/3
南山,心语雅园,2016/3/3
南山,新街口大楼,2016/3/3
南山,侨苑（二期）,2016/3/3
南山,南油福临苑,2016/3/3
南山,南油福临苑,2016/3/3
南山,半山海景.兰溪谷8栋,2016/3/3
南山,英达.钰龙园C栋,2016/3/3
南山,滨海之窗花园5栋,2016/3/3
南山,滨海之窗花园5栋,2016/3/3
宝安,新安湖花园新福村,2016/3/3
宝安,海滨城广场1栋,2016/3/3
宝安,泰华锦绣城1栋,2016/3/3
宝安,桃源居11＃商住楼,2016/3/3
宝安,裕华花园乙栋,2016/3/3
宝安,海韵花园A1栋,2016/3/3
宝安,华翔居一栋,2016/3/3
宝安,新安湖花园新文阁,2016/3/3
宝安,嘉华花园东区(1)C栋,2016/3/3
宝安,风和日丽花园36栋,2016/3/3
宝安,富通蟠龙居B栋,2016/3/3
宝安,美丽365第A2栋,2016/3/3
宝安,万家灯火花园2栋,2016/3/3
