行政区,楼名称及栋号,三级转移登记时间
罗湖,东悦名轩C座,2016/5/4
罗湖,虹桥星座大厦A座,2016/5/4
罗湖,鸿翔花园1栋B座,2016/5/4
罗湖,集建国际名园A座,2016/5/4
福田,下步庙南区51栋,2016/5/4
福田,莲花二村40栋,2016/5/4
福田,锦洲花园16栋,2016/5/4
福田,航苑大厦东座,2016/5/4
福田,红梅苑1栋,2016/5/4
福田,嘉洲豪园二期,2016/5/4
福田,雅云轩,2016/5/4
福田,三建宿舍28栋（原1#单身楼B1栋),2016/5/4
福田,银麓公寓2#楼,2016/5/4
福田,港城华庭2号塔楼,2016/5/4
福田,天明居B栋塔楼,2016/5/4
福田,蓝湾半岛社区A栋,2016/5/4
福田,皇庭世纪花园4号楼,2016/5/4
福田,金怡华庭3栋,2016/5/4
福田,金怡华庭3栋,2016/5/4
福田,盛世家园（二期）丁栋9号楼,2016/5/4
福田,缇香名苑2栋,2016/5/4
福田,华府馨居3栋,2016/5/4
南山,科技工业园16栋,2016/5/4
南山,海照阁,2016/5/4
南山,松坪山住宅楼59栋,2016/5/4
南山,龙城花园大厦龙泉阁,2016/5/4
南山,康乐大厦福海阁,2016/5/4
南山,海晖大厦珍宝阁,2016/5/4
南山,侨洲花园D24(绿景公寓),2016/5/4
南山,鸿瑞花园鸿安阁,2016/5/4
南山,南油天安工业村1栋,2016/5/4
南山,文德福花园6栋,2016/5/4
南山,明海苑,2016/5/4
南山,浪琴屿花园第16单元,2016/5/4
南山,阳光海景豪苑A座,2016/5/4
南山,龙辉花园27栋,2016/5/4
南山,龙泰轩,2016/5/4
南山,碧海云天小区一期7号楼,2016/5/4
南山,苏豪名厦,2016/5/4
南山,深圳湾畔花园,2016/5/4
南山,金海岸大厦,2016/5/4
南山,新一代大厦,2016/5/4
南山,城市印象家园3栋,2016/5/4
南山,滨海之窗花园1栋,2016/5/4
宝安,丰润花园F8栋,2016/5/4
宝安,银泉花园5G栋,2016/5/4
宝安,锦绣清华园五区2栋,2016/5/4
宝安,御景台4栋,2016/5/4
宝安,富通*好旺角C栋,2016/5/4
宝安,鸿景园1栋,2016/5/4
宝安,潜龙*鑫茂花园C区1栋,2016/5/4
宝安,碧海富通城D栋,2016/5/4
宝安,西岸观邸花园3栋,2016/5/4
宝安,山语华庭1栋,2016/5/4
宝安,香缇雅苑1＃楼,2016/5/4
宝安,东华明珠园4栋,2016/5/4
宝安,丹枫雅苑1栋,2016/5/4
宝安,深业*新岸线17栋,2016/5/4
龙岗,南岭花园4栋(丽明阁),2016/5/4
龙岗,紫薇花园东10栋,2016/5/4
龙岗,龙珠花园龙珠阁、龙祥阁,2016/5/4
龙岗,德福花园德福中心,2016/5/4
龙岗,龙泉别墅,2016/5/4
龙岗,国展苑五号楼（国耀台）,2016/5/4
龙岗,德兴城12栋、13栋、14栋、15栋,2016/5/4
龙岗,城龙花园1栋,2016/5/4
龙岗,荣超花园21栋,2016/5/4
龙岗,阳光翠园2栋,2016/5/4
龙岗,东方半岛花园B区2栋,2016/5/4
龙岗,隆盛花园Z8栋,2016/5/4
龙岗,龙珠花园明珠苑3栋,2016/5/4
龙岗,桂芳园16栋(瑞香阁),2016/5/4
龙岗,信义假日名城博雅园5栋,2016/5/4
龙岗,九州家园2栋,2016/5/4
龙岗,丽廷豪苑,2016/5/4
龙岗,丽廷豪苑,2016/5/4
龙岗,商住楼,2016/5/4
龙岗,锦城星苑1栋,2016/5/4
龙岗,日辉台花园3栋,2016/5/4
龙岗,可园三期10号楼,2016/5/4
龙岗,怡康家园A栋,2016/5/4
龙岗,风临四季花园1号楼,2016/5/4
龙岗,金桔苑4栋,2016/5/4
龙岗,可园(五期)15号楼,2016/5/4
龙岗,鹏海苑1栋,2016/5/4
龙岗,榭丽花园三期,2016/5/4
龙岗,康达尔蝴蝶堡1栋,2016/5/4
龙岗,旭景佳园（二期）8栋,2016/5/4
盐田,华升职工住宅楼,2016/5/4
南山,弘都世纪公寓,2016/5/4
福田,花好园C座,2016/5/4
罗湖,东门天地大厦D座,2016/5/4
南山,星海名城五期2单元,2016/5/4
盐田,东海丽景花园7栋,2016/5/4
南山,友邻公寓A栋,2016/5/4
福田,香格丽苑A栋,2016/5/4
罗湖,丰湖大厦丰华阁,2016/5/4
罗湖,丰湖大厦丰华阁,2016/5/4
罗湖,风格名苑A栋,2016/5/4
罗湖,风格名苑A栋,2016/5/4
南山,华联城市山林花园一期1栋,2016/5/4
盐田,泊岸雅苑,2016/5/4
福田,圆梦园C1栋,2016/5/4
南山,新德家园D栋,2016/5/4
罗湖,东方皇宫大厦南座,2016/5/4
罗湖,金稻田公寓B栋,2016/5/4
盐田,花样年花港家园,2016/5/4
南山,世纪假日广场D座,2016/5/4
罗湖,幸福里雅居1栋,2016/5/4
福田,阳光天下花园C栋,2016/5/4
南山,鼎太风华社区七期16-18、20座,2016/5/4
南山,鼎太风华社区七期21座,2016/5/4
宝安,金地梅陇镇花园19栋,2016/5/4
宝安,金地梅陇镇花园19栋,2016/5/4
龙岗,龙翔花园5号楼,2016/5/4
龙岗,君悦龙庭三期7栋,2016/5/4
龙岗,大山地花园北A区45栋,2016/5/4
龙岗,阅山华府一期工程8号楼,2016/5/4
龙岗,振业城四、五期5-5栋,2016/5/4
宝安,华滨大厦1栋,2016/5/4
龙岗,中海康城花园B区4-7栋,2016/5/4
南山,香山里花园（一期）1栋,2016/5/4
南山,香山里花园（一期）2栋,2016/5/4
龙岗,振业峦山谷花园（一期）12栋,2016/5/4
南山,半山海景.兰溪谷(二期)10栋,2016/5/4
龙岗,阳光天健城3栋,2016/5/4
龙岗,茗萃园三期12号楼、13号楼,2016/5/4
宝安,花乡家园,2016/5/4
宝安,潜龙曼海宁花园（南区）5、6、7栋,2016/5/4
宝安,水榭春天花园（三期）8-12#楼,2016/5/4
南山,阳光海滨花园,2016/5/4
宝安,桃源峰景园5栋,2016/5/4
宝安,中粮锦云花园2栋,2016/5/4
南山,宝能华府,2016/5/4
福田,锦庐花园2栋,2016/5/4
龙岗,第五园（七期）25栋,2016/5/4
龙岗,第五园（七期）26栋,2016/5/4
龙岗,信义御城豪园6栋,2016/5/4
龙岗,信义御城豪园8栋,2016/5/4
龙岗,旭源瑞景轩1号楼,2016/5/4
宝安,领航里程花园6栋,2016/5/4
龙岗,文峰华庭2栋,2016/5/4
龙岗,文峰华庭3栋,2016/5/4
南山,栖游家园5号楼,2016/5/4
南山,翡翠海岸花园,2016/5/4
福田,听泉居A栋,2016/5/4
龙岗,振业峦山谷花园二期4栋,2016/5/4
宝安,华盛盛荟名庭2号楼,2016/5/4
龙岗,保利上城花园4栋,2016/5/4
罗湖,四季御园,2016/5/4
罗湖,兴隆大厦,2016/5/5
罗湖,湖滨新村3栋3座,2016/5/5
罗湖,湖心大厦2栋,2016/5/5
罗湖,英达花园飞达阁,2016/5/5
罗湖,港逸豪庭,2016/5/5
罗湖,汇鑫花园汇贤阁,2016/5/5
罗湖,雍翠豪园A栋,2016/5/5
罗湖,云景豪园丽景阁,2016/5/5
罗湖,旺业豪苑旺业阁,2016/5/5
罗湖,旺业豪苑金业阁,2016/5/5
罗湖,田心庆云花园10号楼A座(虹景阁),2016/5/5
罗湖,崇德雍翠华府御涛阁,2016/5/5
罗湖,缤纷时代家园A栋,2016/5/5
罗湖,东方都会大厦A座,2016/5/5
罗湖,祥福雅居彩云阁,2016/5/5
罗湖,好年华大厦,2016/5/5
罗湖,集建国际名园B座,2016/5/5
福田,益田村19栋,2016/5/5
福田,金地海景花园24栋,2016/5/5
福田,富霖花园A4栋,2016/5/5
福田,华茂苑12栋,2016/5/5
福田,鹏盛村高层公寓2栋,2016/5/5
福田,金燕园,2016/5/5
福田,中海华庭华景峰2座(南区B2栋),2016/5/5
福田,金海湾花园6栋,2016/5/5
福田,碧馨苑,2016/5/5
福田,天然居二区,2016/5/5
福田,金域蓝湾3号楼,2016/5/5
福田,中央花园安定阁,2016/5/5
福田,港丽豪园二期西座,2016/5/5
福田,擎天华庭华庭阁,2016/5/5
福田,皇御苑B区13栋,2016/5/5
福田,星河国际花园D2座,2016/5/5
福田,单身宿舍48栋,2016/5/5
南山,半岛花园B区10栋,2016/5/5
南山,高发单身宿舍4 栋,2016/5/5
南山,福园单身公寓,2016/5/5
南山,华达雅园3栋,2016/5/5
南山,月亮湾花园39栋,2016/5/5
南山,高发公寓3栋,2016/5/5
南山,蔚蓝海岸社区二期16栋,2016/5/5
南山,雍华府第1栋,2016/5/5
南山,四达大厦,2016/5/5
南山,保利城花园3#、4#楼,2016/5/5
南山,湾厦凯宁阁,2016/5/5
南山,纯水岸A组,2016/5/5
南山,碧海云天小区一期6号楼,2016/5/5
南山,星海名城二期七组团10-12栋,2016/5/5
南山,深圳湾畔花园,2016/5/5
南山,金盛苑,2016/5/5
南山,红树东方家园11栋(碧海云天二期),2016/5/5
南山,鼎太风华社区J栋,2016/5/5
南山,阳光棕榈园（三期）35栋,2016/5/5
南山,工贸佳园,2016/5/5
南山,西海明珠花园E座,2016/5/5
南山,光彩山居岁月家园B栋,2016/5/5
南山,海湾广场丰润阁,2016/5/5
宝安,弘雅花园一期A栋,2016/5/5
宝安,北方园小区S11栋,2016/5/5
宝安,双龙花园龙海楼,2016/5/5
宝安,金鼎花园A1栋,2016/5/5
宝安,富士康世纪华庭2栋,2016/5/5
宝安,美丽365第A1栋,2016/5/5
宝安,海湾明珠花园一期5栋,2016/5/5
宝安,大益广场2栋,2016/5/5
宝安,美丽365第J2栋,2016/5/5
宝安,翠景居A1栋,2016/5/5
宝安,鸿景园3栋,2016/5/5
宝安,富源*滨海春城1栋,2016/5/5
宝安,碧海富通城A栋,2016/5/5
宝安,东江豪苑1栋,2016/5/5
宝安,绿海名居1号楼,2016/5/5
宝安,君逸世家花园1栋,2016/5/5
宝安,集信名城1栋,2016/5/5
宝安,宏发领域花园4栋,2016/5/5
宝安,星河丹堤花园F区2栋,2016/5/5
宝安,宝安海滨广场(三期)1栋,2016/5/5
宝安,碧水龙庭3栋,2016/5/5
宝安,碧水龙庭5栋,2016/5/5
宝安,中海西岸华府12栋,2016/5/5
宝安,碧海富通城6栋,2016/5/5
宝安,碧海富通城7栋,2016/5/5
宝安,香缇湾花园2栋,2016/5/5
宝安,香缇湾花园2栋,2016/5/5
宝安,金地梅陇镇花园17栋,2016/5/5
宝安,中海西岸华府（南区）6栋,2016/5/5
龙岗,南岭花园12栋(海贵阁),2016/5/5
龙岗,德福花园德隆苑2栋,2016/5/5
龙岗,德兴城8栋、9栋、10栋、11栋,2016/5/5
龙岗,德兴城12栋、13栋、14栋、15栋,2016/5/5
龙岗,龙岭山庄12栋,2016/5/5
龙岗,超群大厦,2016/5/5
龙岗,中城康桥花园D栋,2016/5/5
龙岗,荣兴大厦,2016/5/5
龙岗,九州家园3栋,2016/5/5
龙岗,吉祥来花园1栋,2016/5/5
龙岗,宝龙花园住宅部分,2016/5/5
龙岗,丽廷豪苑,2016/5/5
龙岗,大世纪水山缘一期4栋,2016/5/5
龙岗,阳光广场B栋,2016/5/5
龙岗,理想家园13栋,2016/5/5
龙岗,信和爱琴居,2016/5/5
龙岗,信义假日名城逸翠园2号楼,2016/5/5
龙岗,悦城花园3号楼,2016/5/5
龙岗,志健时代广场,2016/5/5
龙岗,怡瑞山居1号楼,2016/5/5
龙岗,可园(六期)17号楼,2016/5/5
龙岗,欧景花园（三期）11号楼,2016/5/5
龙岗,信义锦绣花园5号楼,2016/5/5
龙岗,鸿基花园三期3栋,2016/5/5
龙岗,万科金域东郡1栋,2016/5/5
龙岗,茗萃园二期7号楼,2016/5/5
龙岗,依山郡花园（三期）26栋,2016/5/5
龙岗,海语山林花园5号楼,2016/5/5
龙岗,振业城二、三期3M-3栋,2016/5/5
龙岗,公园大地花园三期16栋,2016/5/5
龙岗,公园大地花园六期21栋,2016/5/5
龙岗,公园大地花园六期21栋,2016/5/5
龙岗,振业峦山谷花园（一期）2、3栋,2016/5/5
南山,天鹅堡（二期）R栋,2016/5/5
罗湖,置地逸轩C塔楼,2016/5/5
南山,前海天朗风清家园A栋天芳园,2016/5/5
罗湖,银晖名居住宅,2016/5/5
福田,五洲星苑B栋,2016/5/5
罗湖,泊林花园1栋,2016/5/5
罗湖,泊林花园1栋,2016/5/5
南山,信和自由广场2栋,2016/5/5
福田,岭尚时代园A座,2016/5/5
罗湖,聚宝华府C座,2016/5/5
南山,桃源村三期1栋,2016/5/5
南山,桃源村三期1栋,2016/5/5
宝安,招商澜园5#,2016/5/5
宝安,招商澜园13#,2016/5/5
南山,汉京峰景苑,2016/5/5
龙岗,振业峦山谷花园（一期）12栋,2016/5/5
南山,万豪御景苑2栋,2016/5/5
龙岗,和谐家园3栋,2016/5/5
龙岗,振业城四、五期5-9栋,2016/5/5
宝安,中粮鸿云花园1栋,2016/5/5
宝安,中粮鸿云花园1栋,2016/5/5
龙岗,海轩广场1-3座,2016/5/5
宝安,招商观园5栋,2016/5/5
宝安,招商观园5栋,2016/5/5
宝安,黄金大厦1栋,2016/5/5
宝安,水榭春天花园（三期）8-12#楼,2016/5/5
宝安,魅力时代花园1栋,2016/5/5
福田,雅福居C栋,2016/5/5
龙岗,凤冠华庭,2016/5/5
南山,泛海拉菲花园（二期）1栋,2016/5/5
南山,泛海拉菲花园（二期）1栋,2016/5/5
福田,桐林公寓,2016/5/5
南山,汉京湾雅居,2016/5/5
宝安,花半里清湖花园6栋,2016/5/5
宝安,花半里清湖花园5栋,2016/5/5
罗湖,淘金山湖景花园二期（B区）13号楼,2016/5/5
宝安,西城雅筑花苑,2016/5/5
宝安,中洲华府6#楼,2016/5/5
宝安,中洲华府6#楼,2016/5/5
福田,兰江山第花园一期2栋,2016/5/5
福田,锦庐花园1栋,2016/5/5
宝安,中航天逸花园B栋,2016/5/5
龙岗,嘉宏湾花园二期3号楼,2016/5/5
龙岗,御峰园C1栋,2016/5/5
宝安,名门华府,2016/5/5
龙岗,熙璟城豪苑1栋,2016/5/5
龙岗,旭源怡景轩2号楼,2016/5/5
龙岗,深房尚林花园2栋,2016/5/5
罗湖,四季御园,2016/5/5
罗湖,碧波花园1栋,2016/5/6
罗湖,东乐花园乐群楼,2016/5/6
罗湖,海鹰单身楼2栋,2016/5/6
罗湖,湖心大厦2栋,2016/5/6
罗湖,颐园别墅牡丹道3号,2016/5/6
罗湖,电影大厦2栋,2016/5/6
罗湖,电影大厦2栋,2016/5/6
罗湖,翠拥华庭翠拥阁,2016/5/6
罗湖,汇鑫花园汇华阁,2016/5/6
罗湖,旭飞华天苑A栋,2016/5/6
罗湖,港莲村324栋,2016/5/6
罗湖,旭飞华达园九州阁,2016/5/6
罗湖,八达商城,2016/5/6
罗湖,八达商城,2016/5/6
罗湖,雅馨居,2016/5/6
罗湖,金众经典家园金茵阁,2016/5/6
罗湖,嘉景苑B栋,2016/5/6
罗湖,聚龙大厦B栋,2016/5/6
罗湖,嘉宝田花园鸿福阁(F),2016/5/6
罗湖,丹枫白露苑B座,2016/5/6
罗湖,东悦名轩C座,2016/5/6
罗湖,东方都会大厦A座,2016/5/6
罗湖,东方都会大厦B座,2016/5/6
罗湖,新银座A栋,2016/5/6
罗湖,新银座B栋,2016/5/6
罗湖,城市天地广场B座,2016/5/6
罗湖,城市天地广场D座,2016/5/6
福田,下步庙南区17栋,2016/5/6
福田,海滨广场福德阁,2016/5/6
福田,福华新村43栋,2016/5/6
福田,百花公寓1栋,2016/5/6
福田,彩虹新都彩云阁,2016/5/6
福田,景蜜村9栋,2016/5/6
福田,中银花园省行阁,2016/5/6
福田,新洲花园大厦A座,2016/5/6
福田,碧云天云字楼,2016/5/6
福田,锦林新居16栋,2016/5/6
福田,嘉汇新城嘉欣阁,2016/5/6
福田,星河雅居,2016/5/6
福田,泰安轩A，B座,2016/5/6
福田,天安高尔夫海景花园,2016/5/6
福田,皇御苑A区1-4栋,2016/5/6
福田,绿景新苑3栋,2016/5/6
福田,皇庭居,2016/5/6
福田,华强花园,2016/5/6
福田,鸿景湾名苑,2016/5/6
福田,金地海景花园D区25栋,2016/5/6
福田,金地海景花园D区26栋,2016/5/6
福田,港城华庭1号塔楼,2016/5/6
福田,汇港名苑,2016/5/6
福田,南光捷佳大厦,2016/5/6
福田,玮鹏花园6号楼,2016/5/6
福田,皇御苑B区8栋,2016/5/6
福田,皇御苑B区10栋,2016/5/6
福田,皇御苑B区11栋,2016/5/6
福田,皇御苑B区15栋,2016/5/6
福田,蓝天绿都家园主楼,2016/5/6
福田,金茂礼都B栋,2016/5/6
南山,南油钜建公司单身楼15栋,2016/5/6
南山,南油B区29栋,2016/5/6
南山,南油A区21栋,2016/5/6
南山,蛇口滨海苑A1栋,2016/5/6
南山,深华园C栋,2016/5/6
南山,怡园大厦怡涛阁,2016/5/6
南山,湾厦玉竹苑10栋,2016/5/6
南山,华侨城锦绣花园C栋,2016/5/6
南山,仓前锦福苑01-02栋,2016/5/6
南山,太子山庄4栋,2016/5/6
南山,福满园,2016/5/6
南山,蔚蓝海岸社区三期32栋,2016/5/6
南山,南油百富大厦A座,2016/5/6
南山,星海名城三期T4栋,2016/5/6
南山,蛇口花园城三期4栋,2016/5/6
南山,俊峰丽舍花园5栋,2016/5/6
南山,晶品居B座,2016/5/6
宝安,十区住宅十一栋,2016/5/6
宝安,福中福商业城（二期）D6栋,2016/5/6
宝安,福侨花园13栋,2016/5/6
宝安,湖景居一栋,2016/5/6
宝安,海荣豪苑第3栋,2016/5/6
宝安,新锦安雅园A1-A4栋,2016/5/6
宝安,桃源居13区2栋,2016/5/6
宝安,潜龙花园惠宁阁,2016/5/6
宝安,梅花新园1栋,2016/5/6
宝安,白金时代公寓1栋,2016/5/6
宝安,白金时代公寓1栋,2016/5/6
宝安,苹果园1栋,2016/5/6
宝安,苹果园1栋,2016/5/6
宝安,苹果园2栋,2016/5/6
宝安,怡宝花园1栋,2016/5/6
宝安,皓月花园6栋,2016/5/6
宝安,香缤广场1栋,2016/5/6
宝安,金泓凯旋城8栋,2016/5/6
宝安,金泓凯旋城4栋,2016/5/6
宝安,世纪春城（8号地块）1栋,2016/5/6
宝安,潜龙*鑫茂花园C区1栋,2016/5/6
宝安,风临洲苑1栋,2016/5/6
宝安,春华四季园41栋,2016/5/6
宝安,桃源盛世园1#-6#楼,2016/5/6
宝安,星河丹堤花园F区2栋,2016/5/6
宝安,星河丹堤花园E区3栋,2016/5/6
宝安,碧海富通城10栋,2016/5/6
宝安,金港华庭1栋,2016/5/6
宝安,中海西岸华府（南区）6栋,2016/5/6
龙岗,横岗联建楼,2016/5/6
罗湖,龙园山庄11栋,2016/5/6
龙岗,德兴城8栋、9栋、10栋、11栋,2016/5/6
龙岗,中房怡芬花园C栋,2016/5/6
龙岗,和通花园8栋,2016/5/6
龙岗,中兆花园5栋,2016/5/6
龙岗,怡乐花园4栋,2016/5/6
龙岗,布吉广场,2016/5/6
龙岗,布吉广场,2016/5/6
龙岗,布吉广场,2016/5/6
龙岗,和兴花园1栋,2016/5/6
龙岗,四季花城六期海桐苑5栋,2016/5/6
龙岗,雅景苑二期1栋,2016/5/6
龙岗,茂业城帝景峰3栋,2016/5/6
龙岗,九州家园一期6栋,2016/5/6
龙岗,佳馨园住宅2#楼,2016/5/6
龙岗,九州家园二期14栋,2016/5/6
龙岗,桂芳园六期27栋,2016/5/6
龙岗,振业城1D7栋,2016/5/6
龙岗,振业城3号楼,2016/5/6
龙岗,泰雅园3号楼,2016/5/6
龙岗,信义假日名城逸翠园2号楼,2016/5/6
龙岗,水岸新都11号楼,2016/5/6
龙岗,可园(五期)14号楼,2016/5/6
龙岗,水岸新都20号楼,2016/5/6
龙岗,大世纪水山缘15号楼,2016/5/6
龙岗,榭丽花园三期,2016/5/6
龙岗,天健.现代城花园5栋,2016/5/6
龙岗,东方盛世花园A栋,2016/5/6
龙岗,鸿基花园三期1栋,2016/5/6
龙岗,茗萃园一期3号楼,2016/5/6
龙岗,茗萃园一期5号楼,2016/5/6
龙岗,振业城二、三期3L-6栋,2016/5/6
盐田,海涛花园48栋,2016/5/6
盐田,沙头角创意大厦,2016/5/6
盐田,沙头角东部阳光C栋,2016/5/6
盐田,棕榈湾,2016/5/6
罗湖,阳光新干线家园C座,2016/5/6
罗湖,联城美园秀美阁,2016/5/6
罗湖,银晖名居住宅,2016/5/6
福田,五洲星苑B栋,2016/5/6
罗湖,龙园龙凤雅居龙腾阁,2016/5/6
南山,中信红树湾花城9栋,2016/5/6
盐田,云顶天海花园3号楼,2016/5/6
南山,海韵嘉园韵海苑1栋,2016/5/6
罗湖,丰湖大厦丰华阁,2016/5/6
南山,美丽湾商住楼,2016/5/6
