行政区,楼名称及栋号,三级转移登记时间
宝安,丽景城6栋,2016/6/6
宝安,锦绣清华园四区1栋,2016/6/6
宝安,皓月花园2栋,2016/6/6
宝安,宝利豪庭1栋,2016/6/6
宝安,天悦龙庭B栋,2016/6/6
宝安,潜龙*鑫茂花园B区1栋,2016/6/6
宝安,天欣花园2栋,2016/6/6
宝安,73区12号楼,2016/6/6
宝安,碧水龙庭1栋,2016/6/6
宝安,熙龙湾花园（N23区）4栋,2016/6/6
宝安,鸿荣源禧园5栋,2016/6/6
宝安,桃源盛景园25栋,2016/6/6
宝安,兴达华府1栋,2016/6/6
宝安,中海西岸华府（南区）2栋,2016/6/6
龙岗,新城花园B3栋,2016/6/6
龙岗,丽湖花园1栋湖景阁,2016/6/6
龙岗,荣超花园3栋,2016/6/6
龙岗,祥云苑D栋,2016/6/6
龙岗,四季花城兰花苑2栋,2016/6/6
龙岗,鹏达花园4栋（逸彩居）,2016/6/6
龙岗,园景花园2栋,2016/6/6
龙岗,东方半岛花园B区12栋,2016/6/6
龙岗,东方半岛花园B区9栋,2016/6/6
龙岗,新亚洲花园新仁苑D2栋,2016/6/6
龙岗,九州家园二期15栋,2016/6/6
龙岗,欧景花园（二期）5、6号楼,2016/6/6
龙岗,鸿基花园三期3栋,2016/6/6
龙岗,英郡年华花园二期5栋,2016/6/6
龙岗,公园大地花园二期10栋,2016/6/6
龙岗,依山郡花园（三期）28栋,2016/6/6
龙岗,公园大地花园三期15栋,2016/6/6
盐田,天富花园天乐阁,2016/6/6
盐田,副食住宅楼1栋,2016/6/6
盐田,天丰附属宿舍2栋,2016/6/6
龙岗,盈富家园AB区,2016/6/6
罗湖,置地逸轩C塔楼,2016/6/6
福田,御景华城花园3栋,2016/6/6
福田,御景华城花园4栋,2016/6/6
罗湖,风格名苑B栋,2016/6/6
盐田,和亨中心广场1栋,2016/6/6
福田,银泰苑5号楼,2016/6/6
南山,深蓝公寓,2016/6/6
福田,岭尚时代园C座,2016/6/6
福田,皇御苑C区A地块17栋,2016/6/6
盐田,花样年花港家园,2016/6/6
南山,鼎太风华社区六期10座,2016/6/6
龙岗,康达尔蝴蝶堡2栋,2016/6/6
南山,太古城花园（南区）,2016/6/6
龙岗,信义湛宝大厦,2016/6/6
宝安,财富港大厦,2016/6/6
龙岗,和谐家园4栋,2016/6/6
宝安,金域豪庭8栋,2016/6/6
福田,鹏基单身公寓第44栋,2016/6/6
盐田,金山碧海花园3号楼,2016/6/6
龙岗,御府名筑花园3栋,2016/6/6
龙岗,千林山居Ⅱ区37#楼,2016/6/6
宝安,中粮锦云花园2栋,2016/6/6
龙岗,东晟时代花园6号楼,2016/6/6
宝安,尖岗山名苑B30栋,2016/6/6
龙岗,全盛御景湾花园,2016/6/6
宝安,康达尔山海上园（一期）A区2号楼,2016/6/6
龙岗,深房尚林花园3栋,2016/6/6
龙岗,百合山水别苑B区8号楼,2016/6/6
罗湖,文锦大厦,2016/6/7
罗湖,新秀村7栋,2016/6/7
罗湖,锦花大厦吉星阁,2016/6/7
罗湖,洪湖大厦(10-19层),2016/6/7
罗湖,鹏兴花园6栋,2016/6/7
罗湖,金丽豪苑鹏天阁,2016/6/7
罗湖,金丽豪苑鹏天阁,2016/6/7
罗湖,金丽豪苑鹏天阁,2016/6/7
罗湖,金丽豪苑鹏天阁,2016/6/7
罗湖,东方凤雅台7栋,2016/6/7
罗湖,逸翠园(二期）翡翠台,2016/6/7
罗湖,金城大厦6座,2016/6/7
罗湖,中信星光名庭C栋,2016/6/7
罗湖,麟腾苑（二）,2016/6/7
罗湖,麟腾苑（二）,2016/6/7
福田,益田村03栋,2016/6/7
福田,中电住宅楼10栋,2016/6/7
福田,东海花园2栋,2016/6/7
福田,紫荆苑3栋,2016/6/7
福田,彩电总公司职工宿舍,2016/6/7
福田,益荣居2栋,2016/6/7
福田,时代华庭1栋,2016/6/7
福田,鹏丽大厦,2016/6/7
福田,汇龙花园11栋,2016/6/7
福田,圆龙园2栋,2016/6/7
福田,皇达东方雅苑4栋,2016/6/7
福田,益田村120栋,2016/6/7
福田,蓝湾半岛社区C栋,2016/6/7
福田,国都高尔夫花园绿陶轩,2016/6/7
福田,盛世家园（二期）丙栋5号楼,2016/6/7
福田,阳光城市家园B座,2016/6/7
福田,星座大厦,2016/6/7
南山,海景花园海天阁,2016/6/7
南山,南油B区29栋,2016/6/7
南山,南油B区29栋,2016/6/7
南山,爱榕园住宅楼21栋,2016/6/7
南山,锦隆花园锦云阁,2016/6/7
南山,月亮湾花园40栋,2016/6/7
南山,汇雅苑1栋,2016/6/7
南山,星海名城组团五第6栋,2016/6/7
南山,滨海之窗花园4栋,2016/6/7
宝安,福中福商业城一栋,2016/6/7
宝安,桃源居5#住宅楼,2016/6/7
宝安,迎侨花园第十五栋,2016/6/7
宝安,群贤花园A栋,2016/6/7
宝安,丽景城9栋,2016/6/7
宝安,苹果园1栋,2016/6/7
宝安,翠景居A1栋,2016/6/7
宝安,富源*滨海春城1栋,2016/6/7
宝安,绿海名居2号楼,2016/6/7
宝安,中航格澜花园21栋,2016/6/7
宝安,碧海富通城6栋,2016/6/7
宝安,碧海富通城6栋,2016/6/7
宝安,碧海富通城10栋,2016/6/7
宝安,莱蒙水榭山花园5-06栋,2016/6/7
龙岗,茂业城花园大厦,2016/6/7
龙岗,龙岭山庄12栋,2016/6/7
龙岗,中房怡芬花园C栋,2016/6/7
龙岗,龙岭山庄3栋,2016/6/7
龙岗,茂业城怡康楼,2016/6/7
龙岗,新亚洲花园新仁苑D3栋,2016/6/7
龙岗,信义假日名城博雅园5栋,2016/6/7
龙岗,中房怡乐花园7栋,2016/6/7
龙岗,阳光花园16栋,2016/6/7
龙岗,可园三期8号楼,2016/6/7
龙岗,倚山别苑1号楼,2016/6/7
龙岗,德沁苑,2016/6/7
龙岗,依山郡花园二期14栋,2016/6/7
龙岗,龙园意境华府九区32栋,2016/6/7
龙岗,公园大地花园二期10栋,2016/6/7
龙岗,中航鼎尚华庭4、5号楼,2016/6/7
龙岗,深业东城上邸6栋,2016/6/7
盐田,万科东海岸社区畔山居37号,2016/6/7
福田,韵动家园D座,2016/6/7
罗湖,东门天地大厦D座,2016/6/7
罗湖,置地逸轩C塔楼,2016/6/7
盐田,金港盛世华庭5栋,2016/6/7
南山,半岛城邦花园一期6栋,2016/6/7
南山,中信红树湾花城12栋,2016/6/7
罗湖,铂金时代公寓,2016/6/7
宝安,圣莫丽斯花园C11栋,2016/6/7
南山,阳光花地苑B座,2016/6/7
福田,御河堤花园,2016/6/7
宝安,财富港大厦,2016/6/7
南山,中海阳光玫瑰园6栋,2016/6/7
龙岗,振业峦山谷花园（一期）12栋,2016/6/7
宝安,水榭春天花园1栋,2016/6/7
福田,皇御苑C区B地块21栋,2016/6/7
龙岗,怡龙枫景园2、5、6号楼,2016/6/7
龙岗,慢城四期3栋,2016/6/7
盐田,和亨城市广场,2016/6/7
龙岗,中海康城花园D区8栋,2016/6/7
龙岗,保利上城花园7、8栋,2016/6/7
南山,澳城花园（北区）,2016/6/7
南山,澳城花园（北区）,2016/6/7
宝安,湾美花园1#楼,2016/6/7
龙岗,海轩广场6座,2016/6/7
龙岗,信义御城豪园6栋,2016/6/7
宝安,领航里程花园13栋,2016/6/7
龙岗,丹梓龙庭D栋,2016/6/7
宝安,润恒尚园6栋,2016/6/7
龙岗,熙璟城豪苑1栋,2016/6/7
龙岗,嘉御豪园14栋,2016/6/7
宝安,幸福城润园三期12栋,2016/6/7
罗湖,海富花园富丽阁,2016/6/8
罗湖,海丽大厦丽晶阁,2016/6/8
罗湖,田贝二路8号大院3栋,2016/6/8
罗湖,美景花园大厦北座,2016/6/8
罗湖,景福花园3栋,2016/6/8
罗湖,泰宁花园F栋,2016/6/8
罗湖,深华草埔工业区4栋,2016/6/8
罗湖,金丽豪苑鹏天阁,2016/6/8
罗湖,翠雅居1栋,2016/6/8
罗湖,桐景花园帝景阁,2016/6/8
罗湖,今日家园明秀轩,2016/6/8
罗湖,冠懋金色都汇金来阁,2016/6/8
罗湖,缤纷时代家园B栋,2016/6/8
罗湖,城市天地广场D座,2016/6/8
福田,下步庙北区11栋,2016/6/8
福田,园岭新村100栋,2016/6/8
福田,莲花北41栋,2016/6/8
福田,旭飞花园A2栋,2016/6/8
福田,世界贸易广场,2016/6/8
福田,星河明居,2016/6/8
福田,振业翠海花园一期B区,2016/6/8
福田,荔园阁二期,2016/6/8
福田,皇御苑A区5-6栋,2016/6/8
福田,彩天名苑,2016/6/8
福田,紫光名苑塔楼,2016/6/8
福田,雕塑家园,2016/6/8
福田,缔馨园B栋,2016/6/8
福田,皇庭彩园第二栋,2016/6/8
福田,丽阳天下名苑B栋,2016/6/8
福田,玮鹏花园7号楼,2016/6/8
福田,金港豪庭E座,2016/6/8
福田,龙溪花园30栋,2016/6/8
福田,泰然碧海红树园6号楼,2016/6/8
福田,星座大厦,2016/6/8
南山,招商名仕花园9栋,2016/6/8
南山,文德福花园4栋,2016/6/8
南山,万象新园临风阁（B栋）,2016/6/8
南山,星海名城二期八组团3栋,2016/6/8
南山,海印长城小区13-15号楼,2016/6/8
南山,现代城华庭5栋,2016/6/8
南山,英达.钰龙园C栋,2016/6/8
宝安,碧海花园B栋,2016/6/8
宝安,泰华大厦一栋,2016/6/8
宝安,丰润花园D7栋,2016/6/8
宝安,福侨花园17栋,2016/6/8
宝安,锦绣清华园五区3栋,2016/6/8
宝安,华昱苑3栋,2016/6/8
宝安,泰华明珠1栋,2016/6/8
宝安,锦绣江南Ⅱ栋,2016/6/8
宝安,宝安海滨广场(三期)1栋,2016/6/8
宝安,世纪春城四期2#楼,2016/6/8
龙岗,南威中心13栋,2016/6/8
龙岗,国展苑五号楼（国耀台）,2016/6/8
龙岗,龙岭山庄6栋,2016/6/8
龙岗,东方半岛花园11栋,2016/6/8
龙岗,深港花园商住楼,2016/6/8
龙岗,四季花城丁香苑1栋,2016/6/8
龙岗,新亚洲广场新景苑,2016/6/8
龙岗,龙珠花园明珠苑5栋,2016/6/8
龙岗,楚丰广场2栋,2016/6/8
龙岗,桂芳园六期24栋,2016/6/8
龙岗,布吉中心花园,2016/6/8
龙岗,可园三期10号楼,2016/6/8
龙岗,可园(四期)13号楼,2016/6/8
龙岗,榭丽花园三期,2016/6/8
龙岗,天健.现代城花园2栋,2016/6/8
龙岗,华浩源(A区)4号楼,2016/6/8
龙岗,慢城三期18号楼,2016/6/8
龙岗,慢城三期18号楼,2016/6/8
龙岗,公园大地花园四期47栋,2016/6/8
龙岗,水岸新都四、五期42号楼,2016/6/8
盐田,沙头角工商分局住宅楼2栋,2016/6/8
盐田,鹏湾丽苑8栋,2016/6/8
盐田,瀚海翠庭,2016/6/8
盐田,新天富山海华庭,2016/6/8
盐田,心海伽蓝雅居蓝韵阁,2016/6/8
南山,弘都世纪公寓,2016/6/8
福田,城市主场公寓A座,2016/6/8
福田,盛世鹏程花园3号楼,2016/6/8
罗湖,银晖名居住宅,2016/6/8
南山,南海玫瑰花园（三期）5号楼,2016/6/8
福田,自由港湾公寓C栋,2016/6/8
南山,中信红树湾花城16栋,2016/6/8
福田,电子技术学校家属楼,2016/6/8
福田,中城天邑花园3座,2016/6/8
南山,诺德假日花园7号楼,2016/6/8
南山,诺德假日花园8号楼,2016/6/8
宝安,金地上塘道花园6栋,2016/6/8
龙岗,盛龙花园二期11号楼,2016/6/8
宝安,天健时尚空间名苑,2016/6/8
宝安,宝田雅苑,2016/6/8
龙岗,摩尔城1-3栋住宅、商业、配套及商业性办公,2016/6/8
龙岗,御峰园一期A区A7栋,2016/6/8
宝安,高发西岸花园3栋,2016/6/8
龙岗,怡龙枫景园2、5、6号楼,2016/6/8
龙岗,慢城四期1栋,2016/6/8
龙岗,中海康城花园（二期）25栋,2016/6/8
盐田,和亨城市广场,2016/6/8
罗湖,文星阁,2016/6/8
龙岗,海轩广场1-3座,2016/6/8
福田,桐林公寓,2016/6/8
宝安,海雅广场1栋,2016/6/8
宝安,中粮锦云花园1栋,2016/6/8
宝安,西城雅筑花苑,2016/6/8
福田,锦庐花园2栋,2016/6/8
龙岗,海轩广场4-5座,2016/6/8
宝安,领航里程花园6栋,2016/6/8
