岸上林居,2014/12/12,15-Jan,龙岗,龙岗区龙城街道,119,9844,167601669,17025
奥宸观壹城华府（A928-0468）,2015/11/26,15-Dec,宝安,龙华新区观澜办事处松元厦旧村,158,12854,351305270,27329
澳城花园,2012/4/13,13-Jul,南山,后海大道以东,8,705,26816678,38029
澳城花园,2012/4/13,13-Jun,南山,后海大道以东,21,1871,73127244,39094
澳城花园,2012/4/13,13-Apr,南山,后海大道以东,9,801,31831839,39717
澳城花园,2012/4/13,13-Mar,南山,后海大道以东,7,626,25391684,40543
澳城花园,2012/4/13,13-Feb,南山,后海大道以东,5,445,17731197,39831
澳城花园,2012/4/13,13-Jan,南山,后海大道以东,12,1066,43153497,40471
百合山水别苑,2013/12/20,15-Nov,龙岗,龙岗区龙城街道五联社区,1,90,1767174,19661
百合山水别苑,2014/3/28,15-Sep,龙岗,龙岗区龙城街道五联社区,1,87,1474737,16939
百合山水别苑,2013/12/20,15-Aug,龙岗,龙岗区龙城街道五联社区,5,448,8927257,19906
百合山水别苑,2014/3/28,15-Aug,龙岗,龙岗区龙城街道五联社区,5,418,6763236,16176
百合山水别苑,2013/12/20,15-Jul,龙岗,龙岗区龙城街道五联社区,33,2961,59078764,19952
百合山水别苑,2014/3/28,15-Jul,龙岗,龙岗区龙城街道五联社区,65,5454,88852354,16290
百合山水别苑,2013/12/20,15-Jun,龙岗,龙岗区龙城街道五联社区,31,2783,54279442,19507
百合山水别苑,2014/3/28,15-Jun,龙岗,龙岗区龙城街道五联社区,137,11560,193867005,16771
百合山水别苑,2014/3/28,15-May,龙岗,龙岗区龙城街道五联社区,100,8392,137072199,16333
百合山水别苑,2013/12/20,15-Apr,龙岗,龙岗区龙城街道五联社区,1,90,1520000,16911
百合山水别苑,2014/3/28,15-Apr,龙岗,龙岗区龙城街道五联社区,24,2020,32543788,16110
百合山水别苑,2013/12/20,15-Mar,龙岗,龙岗区龙城街道五联社区,5,449,7805729,17369
百合山水别苑,2014/3/28,15-Mar,龙岗,龙岗区龙城街道五联社区,18,1539,24684579,16038
百合山水别苑,2013/12/20,15-Feb,龙岗,龙岗区龙城街道五联社区,2,180,3040000,16911
百合山水别苑,2014/3/28,15-Feb,龙岗,龙岗区龙城街道五联社区,8,679,10673975,15719
百合山水别苑,2013/12/20,15-Jan,龙岗,龙岗区龙城街道五联社区,1,90,1535000,17078
百合山水别苑,2014/3/28,15-Jan,龙岗,龙岗区龙城街道五联社区,29,2486,39895093,16050
百合山水别苑,2013/12/20,14-Dec,龙岗,龙岗区龙城街道五联社区,4,359,6307785,17560
百合山水别苑,2014/3/28,14-Dec,龙岗,龙岗区龙城街道五联社区,32,2737,43404560,15856
百合山水别苑,2013/12/20,14-Nov,龙岗,龙岗区龙城街道五联社区,6,539,9190453,17042
百合山水别苑,2014/3/28,14-Nov,龙岗,龙岗区龙城街道五联社区,44,3799,61172003,16102
百合山水别苑,2013/12/20,14-Oct,龙岗,龙岗区龙城街道五联社区,2,180,2975000,16550
百合山水别苑,2014/3/28,14-Oct,龙岗,龙岗区龙城街道五联社区,28,2391,37268814,15585
百合山水别苑,2013/12/20,14-Sep,龙岗,龙岗区龙城街道五联社区,8,719,13176545,18325
百合山水别苑,2014/3/28,14-Sep,龙岗,龙岗区龙城街道五联社区,22,1883,29274313,15544
百合山水别苑,2014/3/28,14-Aug,龙岗,龙岗区龙城街道五联社区,23,1976,30793745,15587
百合山水别苑,2014/3/28,14-Jul,龙岗,龙岗区龙城街道五联社区,12,1037,16734293,16130
百合山水别苑,2013/12/20,14-Jun,龙岗,龙岗区龙城街道五联社区,5,449,8477297,18864
百合山水别苑,2014/3/28,14-Jun,龙岗,龙岗区龙城街道五联社区,28,2444,39828367,16296
百合山水别苑,2014/3/28,14-May,龙岗,龙岗区龙城街道五联社区,12,1045,17070599,16343
百合山水别苑,2013/12/20,14-Apr,龙岗,龙岗区龙城街道五联社区,12,1079,20432340,18944
百合山水别苑,2014/3/28,14-Apr,龙岗,龙岗区龙城街道五联社区,14,1219,19938651,16359
百合山水别苑,2012/7/11,13-Sep,龙岗,龙岗区龙城街道五联社区,19,2513,49978212,19887
百合山水别苑,2012/7/11,13-Jul,龙岗,龙岗区龙城街道五联社区,13,1587,32404664,20418
百合山水别苑,2012/7/11,13-Jun,龙岗,龙岗区龙城街道五联社区,17,1698,23070834,13586
百合山水别苑,2012/7/11,13-May,龙岗,龙岗区龙城街道五联社区,19,1678,25280100,15062
百合山水别苑,2012/7/11,13-Apr,龙岗,龙岗区龙城街道五联社区,38,3510,49077787,13983
百合山水别苑,2012/7/11,13-Mar,龙岗,龙岗区龙城街道五联社区,66,5867,79953758,13628
百合山水别苑,2012/7/11,13-Feb,龙岗,龙岗区龙城街道五联社区,28,2629,34872167,13266
百合山水别苑,2012/7/11,13-Jan,龙岗,龙岗区龙城街道五联社区,47,4445,59436777,13372
半山海花园,2014/12/10,15-Dec,龙岗,大鹏新区葵涌办事处土洋社区,8,772,20481448,26523
半山海花园,2014/12/10,15-Nov,龙岗,大鹏新区葵涌办事处土洋社区,28,2460,76635547,31154
半山海花园,2014/12/10,15-Oct,龙岗,大鹏新区葵涌办事处土洋社区,41,3322,99936269,30086
半山海花园,2014/12/10,15-Sep,龙岗,大鹏新区葵涌办事处土洋社区,45,3455,86068205,24912
半山海花园,2014/12/10,15-Aug,龙岗,大鹏新区葵涌办事处土洋社区,30,1888,45589040,24151
半山海花园,2014/12/10,15-Jul,龙岗,大鹏新区葵涌办事处土洋社区,120,5829,133978714,22984
半山海花园,2014/12/10,15-Jun,龙岗,大鹏新区葵涌办事处土洋社区,92,4462,102809837,23040
半山海花园,2014/12/10,15-May,龙岗,大鹏新区葵涌办事处土洋社区,113,4919,101900317,20715
半山海花园,2014/12/10,15-Apr,龙岗,大鹏新区葵涌办事处土洋社区,39,2030,40903239,20147
半山海花园,2014/12/10,15-Feb,龙岗,大鹏新区葵涌办事处土洋社区,1,79,1284427,16354
半山海花园,2014/12/10,15-Jan,龙岗,大鹏新区葵涌办事处土洋社区,4,258,4811976,18670
保利上城花园,2013/9/2,15-May,龙岗,龙岗区龙城街道爱联社区,13,1042,22265350,21362
保利上城花园,2013/10/18,15-May,龙岗,龙岗区龙城街道爱联社区,9,793,14346104,18081
保利上城花园,2013/9/2,15-Apr,龙岗,龙岗区龙城街道爱联社区,19,1541,33315320,21620
保利上城花园,2013/10/18,15-Apr,龙岗,龙岗区龙城街道爱联社区,2,176,3116479,17716
保利上城花园,2013/9/2,15-Mar,龙岗,龙岗区龙城街道爱联社区,13,1080,22655655,20977
保利上城花园,2013/10/18,15-Mar,龙岗,龙岗区龙城街道爱联社区,18,1542,28748231,18643
保利上城花园,2013/9/2,15-Feb,龙岗,龙岗区龙城街道爱联社区,3,247,4740114,19154
保利上城花园,2013/10/18,15-Feb,龙岗,龙岗区龙城街道爱联社区,8,689,12459452,18092
保利上城花园,2013/3/29,15-Jan,龙岗,龙岗区龙城街道爱联社区,2,176,2898533,16460
保利上城花园,2013/9/2,15-Jan,龙岗,龙岗区龙城街道爱联社区,42,3442,69380074,20154
保利上城花园,2013/10/18,15-Jan,龙岗,龙岗区龙城街道爱联社区,48,4124,74657214,18102
保利上城花园,2013/3/29,14-Dec,龙岗,龙岗区龙城街道爱联社区,1,88,1425881,16266
保利上城花园,2013/9/2,14-Dec,龙岗,龙岗区龙城街道爱联社区,51,4207,82327612,19571
保利上城花园,2013/10/18,14-Dec,龙岗,龙岗区龙城街道爱联社区,27,2335,42273175,18101
保利上城花园,2013/3/29,14-Nov,龙岗,龙岗区龙城街道爱联社区,1,88,1489456,16893
保利上城花园,2013/9/2,14-Nov,龙岗,龙岗区龙城街道爱联社区,26,2127,40510609,19048
保利上城花园,2013/10/18,14-Nov,龙岗,龙岗区龙城街道爱联社区,40,3394,61647485,18163
保利上城花园,2013/9/2,14-Oct,龙岗,龙岗区龙城街道爱联社区,2,158,2913564,18388
保利上城花园,2013/10/18,14-Oct,龙岗,龙岗区龙城街道爱联社区,26,2243,40363151,17996
保利上城花园,2013/3/29,14-Sep,龙岗,龙岗区龙城街道爱联社区,2,176,2844729,16130
保利上城花园,2013/9/2,14-Sep,龙岗,龙岗区龙城街道爱联社区,12,1006,19847294,19726
保利上城花园,2013/10/18,14-Sep,龙岗,龙岗区龙城街道爱联社区,31,2617,46854034,17902
保利上城花园,2013/3/29,14-Aug,龙岗,龙岗区龙城街道爱联社区,1,88,1501351,17125
保利上城花园,2013/9/2,14-Aug,龙岗,龙岗区龙城街道爱联社区,6,502,9941466,19805
保利上城花园,2013/10/18,14-Aug,龙岗,龙岗区龙城街道爱联社区,33,2795,50991784,18244
保利上城花园,2013/9/2,14-Jul,龙岗,龙岗区龙城街道爱联社区,9,742,14574283,19631
保利上城花园,2013/10/18,14-Jul,龙岗,龙岗区龙城街道爱联社区,15,1242,22619370,18215
保利上城花园,2013/3/29,14-Jun,龙岗,龙岗区龙城街道爱联社区,5,411,7096068,17271
保利上城花园,2013/10/18,14-Jun,龙岗,龙岗区龙城街道爱联社区,2,176,3146422,17918
保利上城花园,2013/10/18,14-May,龙岗,龙岗区龙城街道爱联社区,112,9513,171644807,18043
保利上城花园,2013/9/2,14-Apr,龙岗,龙岗区龙城街道爱联社区,15,1233,23527751,19077
保利上城花园,2013/10/18,14-Apr,龙岗,龙岗区龙城街道爱联社区,24,2081,38581959,18537
保利上城花园,2013/3/29,14-Mar,龙岗,龙岗区龙城街道爱联社区,10,806,13851919,17192
保利上城花园,2013/9/2,14-Mar,龙岗,龙岗区龙城街道爱联社区,12,973,17779297,18282
保利上城花园,2013/10/18,14-Mar,龙岗,龙岗区龙城街道爱联社区,22,1813,34377774,18962
保利上城花园,2013/3/29,14-Feb,龙岗,龙岗区龙城街道爱联社区,5,425,7182176,16896
保利上城花园,2013/10/18,14-Feb,龙岗,龙岗区龙城街道爱联社区,17,1465,27797289,18971
保利上城花园,2013/3/29,14-Jan,龙岗,龙岗区龙城街道爱联社区,2,161,2524054,15708
保利上城花园,2013/9/2,14-Jan,龙岗,龙岗区龙城街道爱联社区,8,651,11946565,18353
保利上城花园,2013/10/18,14-Jan,龙岗,龙岗区龙城街道爱联社区,10,866,16497841,19061
保利上城花园,2013/3/29,13-Dec,龙岗,龙岗区龙城街道爱联社区,5,392,6235975,15913
保利上城花园,2013/9/2,13-Dec,龙岗,龙岗区龙城街道爱联社区,33,2716,49441081,18207
保利上城花园,2013/10/18,13-Dec,龙岗,龙岗区龙城街道爱联社区,8,643,12287279,19119
保利上城花园,2013/3/29,13-Nov,龙岗,龙岗区龙城街道爱联社区,11,937,15853586,16922
保利上城花园,2013/9/2,13-Nov,龙岗,龙岗区龙城街道爱联社区,29,2412,45462539,18852
保利上城花园,2013/3/29,13-Oct,龙岗,龙岗区龙城街道爱联社区,41,3443,58981590,17133
保利上城花园,2013/9/2,13-Oct,龙岗,龙岗区龙城街道爱联社区,40,3307,65718175,19871
保利上城花园,2013/3/29,13-Sep,龙岗,龙岗区龙城街道爱联社区,46,3878,67259797,17343
保利上城花园,2013/3/29,13-Aug,龙岗,龙岗区龙城街道爱联社区,58,4882,82708455,16941
保利上城花园,2013/3/29,13-Jul,龙岗,龙岗区龙城街道爱联社区,55,4715,80494998,17071
保利上城花园,2013/3/29,13-Jun,龙岗,龙岗区龙城街道爱联社区,128,11040,180462694,16347
保利上城花园,2011/11/18,13-May,龙岗,龙岗区龙城街道爱联社区,2,401,7356758,18325
保利上城花园,2013/3/29,13-May,龙岗,龙岗区龙城街道爱联社区,93,7908,127232302,16089
保利上城花园,2011/11/18,13-Apr,龙岗,龙岗区龙城街道爱联社区,8,1429,23623931,16529
保利上城花园,2013/3/29,13-Apr,龙岗,龙岗区龙城街道爱联社区,13,1107,18608099,16808
保利上城花园,2011/11/18,13-Mar,龙岗,龙岗区龙城街道爱联社区,13,2317,37788494,16307
保利上城花园,2011/11/18,13-Feb,龙岗,龙岗区龙城街道爱联社区,12,2068,33099704,16004
保利上城花园,2011/11/18,13-Jan,龙岗,龙岗区龙城街道爱联社区,6,1072,17276078,16118
保利上城花园,2011/11/18,13-Jan,龙岗,龙岗区龙城街道爱联社区,2,251,3444475,13700
保利悦都花园（A835-0361),2015/6/1,15-Dec,宝安,深圳市龙华新区龙华办事处龙观东路以南，清龙路以西。,30,2732,98004043,35867
保利悦都花园（A835-0361),2015/6/1,15-Nov,宝安,深圳市龙华新区龙华办事处龙观东路以南，清龙路以西。,37,3341,119551694,35785
保利悦都花园（A835-0361),2015/6/1,15-Oct,宝安,深圳市龙华新区龙华办事处龙观东路以南，清龙路以西。,54,4657,163929653,35198
保利悦都花园（A835-0361),2015/6/1,15-Sep,宝安,深圳市龙华新区龙华办事处龙观东路以南，清龙路以西。,115,9624,337351042,35053
保利悦都花园（A835-0361),2015/6/1,15-Aug,宝安,深圳市龙华新区龙华办事处龙观东路以南，清龙路以西。,133,11323,398227994,35171
保利悦都花园（A835-0361),2015/6/1,15-Jul,宝安,深圳市龙华新区龙华办事处龙观东路以南，清龙路以西。,8,670,23397315,34941
保利悦都花园（A835-0362）,2015/6/1,15-Dec,宝安,深圳市龙华新区龙华办事处龙观东路以南，清龙路以西。,3,301,9807550,32594
保利悦都花园（A835-0362）,2015/6/1,15-Nov,宝安,深圳市龙华新区龙华办事处龙观东路以南，清龙路以西。,4,313,10354481,33063
保利悦都花园（A835-0362）,2015/6/1,15-Oct,宝安,深圳市龙华新区龙华办事处龙观东路以南，清龙路以西。,14,1183,38796357,32782
保利悦都花园（A835-0362）,2015/6/1,15-Sep,宝安,深圳市龙华新区龙华办事处龙观东路以南，清龙路以西。,49,4326,141687646,32756
保利悦都花园（A835-0362）,2015/6/1,15-Aug,宝安,深圳市龙华新区龙华办事处龙观东路以南，清龙路以西。,46,4110,134645735,32758
保利悦都花园（A835-0362）,2015/6/1,15-Jul,宝安,深圳市龙华新区龙华办事处龙观东路以南，清龙路以西。,4,324,10583587,32636
宝安山庄（一期）,2011/9/6,13-Jan,宝安,宝安区松岗街道沙江路南侧,25,2120,20514943,9677
宝翠苑,2014/6/10,15-Dec,罗湖,罗湖街道,3,351,11118541,31718
宝翠苑,2014/6/10,15-Nov,罗湖,罗湖街道,2,194,6283709,32357
宝翠苑,2014/6/10,15-Oct,罗湖,罗湖街道,4,354,10382639,29305
宝翠苑,2014/6/10,15-Sep,罗湖,罗湖街道,2,175,5480114,31281
宝翠苑,2014/6/10,15-Aug,罗湖,罗湖街道,3,261,8822041,33819
宝翠苑,2014/6/10,15-Jul,罗湖,罗湖街道,17,1800,61665026,34251
宝翠苑,2014/6/10,15-Jun,罗湖,罗湖街道,37,3675,122755786,33405
宝翠苑,2014/6/10,15-May,罗湖,罗湖街道,19,2048,68010528,33216
宝翠苑,2014/6/10,15-Apr,罗湖,罗湖街道,13,1291,42133422,32626
宝翠苑,2014/6/10,15-Mar,罗湖,罗湖街道,6,594,17977170,30288
宝翠苑,2014/6/10,15-Feb,罗湖,罗湖街道,2,179,5493299,30668
宝翠苑,2014/6/10,15-Jan,罗湖,罗湖街道,5,448,13609923,30380
宝翠苑,2014/6/10,14-Dec,罗湖,罗湖街道,23,2109,67279994,31901
宝翠苑,2014/6/10,14-Nov,罗湖,罗湖街道,11,1037,31913680,30762
宝翠苑,2014/6/10,14-Oct,罗湖,罗湖街道,12,1214,37493083,30891
宝翠苑,2014/6/10,14-Sep,罗湖,罗湖街道,5,440,13564849,30831
宝翠苑,2014/6/10,14-Aug,罗湖,罗湖街道,12,1265,39099745,30907
宝翠苑,2014/6/10,14-Jul,罗湖,罗湖街道,6,587,17925432,30553
宝能城花园,2015/11/17,15-Dec,南山,留仙大道与塘朗地铁站交汇处,211,18462,1190310456,64474
宝能城市公馆（一、二期）,2015/9/8,15-Dec,福田,农林路21号,96,12645,1007835544,79705
宝能城市公馆（一、二期）,2015/9/8,15-Nov,福田,农林路21号,205,27607,2190063158,79330
宝能华府,2012/11/7,13-Nov,南山,留仙大道北,4,370,8495844,22967
宝能华府,2012/11/7,13-Oct,南山,留仙大道北,3,269,7491109,27866
宝能华府,2012/11/7,13-Aug,南山,留仙大道北,2,239,6829947,28615
宝能华府,2012/11/7,13-Jul,南山,留仙大道北,6,535,14977514,27984
宝能华府,2012/11/7,13-Jun,南山,留仙大道北,10,1010,28654250,28379
宝能华府,2012/11/7,13-May,南山,留仙大道北,48,4530,128113818,28282
宝能华府,2012/11/7,13-Apr,南山,留仙大道北,66,6034,170364816,28232
宝能华府,2012/11/7,13-Mar,南山,留仙大道北,18,1790,50602448,28275
宝能华府,2012/11/7,13-Feb,南山,留仙大道北,19,1797,50144837,27901
宝能华府,2012/11/7,13-Jan,南山,留仙大道北,45,4393,122023484,27774
笔架山公馆,2014/9/18,15-Jul,福田,林园东路北侧,7,672,25985281,38679
笔架山公馆,2014/9/18,15-Jun,福田,林园东路北侧,11,1046,41534190,39724
笔架山公馆,2014/9/18,15-May,福田,林园东路北侧,39,3348,133848368,39978
笔架山公馆,2014/9/18,15-Apr,福田,林园东路北侧,48,4418,174037290,39397
笔架山公馆,2014/9/18,15-Mar,福田,林园东路北侧,41,3791,147513641,38915
笔架山公馆,2014/9/18,15-Feb,福田,林园东路北侧,9,826,32760140,39667
笔架山公馆,2014/9/18,15-Jan,福田,林园东路北侧,38,3503,136163647,38872
笔架山公馆,2014/9/18,14-Dec,福田,林园东路北侧,41,4057,160538866,39574
笔架山公馆,2014/9/18,14-Nov,福田,林园东路北侧,50,4823,186074546,38584
笔架山公馆,2014/9/18,14-Oct,福田,林园东路北侧,90,8429,326410260,38724
碧海富通城,2012/7/5,13-Mar,宝安,西乡镇西乡大道西侧,1,89,1430021,16100
滨海盛世名苑,2014/12/30,15-Oct,龙岗,大鹏新区大鹏街道王母建设路,7,598,7768191,12987
滨海盛世名苑,2014/12/30,15-Aug,龙岗,大鹏新区大鹏街道王母建设路,4,343,4438574,12931
滨海盛世名苑,2014/12/30,15-Jul,龙岗,大鹏新区大鹏街道王母建设路,8,686,8994917,13120
滨海盛世名苑,2014/12/30,15-Jun,龙岗,大鹏新区大鹏街道王母建设路,7,597,7756914,12998
滨海盛世名苑,2014/12/30,15-May,龙岗,大鹏新区大鹏街道王母建设路,11,942,12650900,13435
滨海盛世名苑,2014/12/30,15-Apr,龙岗,大鹏新区大鹏街道王母建设路,6,555,7331315,13204
滨海盛世名苑,2014/12/30,15-Mar,龙岗,大鹏新区大鹏街道王母建设路,10,1065,14051965,13198
滨海盛世名苑,2014/12/30,15-Feb,龙岗,大鹏新区大鹏街道王母建设路,2,253,3403982,13430
滨海盛世名苑,2014/12/30,15-Jan,龙岗,大鹏新区大鹏街道王母建设路,2,214,2837590,13277
博林天瑞花园（二期）,2015/5/14,15-Dec,南山,留仙大道和平山一路交汇处,62,12581,742051679,58981
博林天瑞花园（二期）,2015/5/14,15-Nov,南山,留仙大道和平山一路交汇处,12,2566,139980204,54549
博林天瑞花园（二期）,2015/5/14,15-Oct,南山,留仙大道和平山一路交汇处,14,2634,141251039,53632
博林天瑞花园（二期）,2015/5/14,15-Sep,南山,留仙大道和平山一路交汇处,15,2755,150448278,54600
博林天瑞花园（二期）,2015/5/14,15-Aug,南山,留仙大道和平山一路交汇处,28,5465,270459925,49487
博林天瑞花园（二期）,2015/5/14,15-Jul,南山,留仙大道和平山一路交汇处,107,17242,836154012,48495
博林天瑞花园（二期）,2015/5/14,15-Jun,南山,留仙大道和平山一路交汇处,242,39602,1858330972,46925
博林天瑞花园（一期）,2014/7/18,15-Nov,南山,留仙大道和平山一路交汇处,3,439,25512109,58070
博林天瑞花园（一期）,2014/7/18,15-Oct,南山,留仙大道和平山一路交汇处,2,299,9982713,33335
博林天瑞花园（一期）,2014/7/18,15-Aug,南山,留仙大道和平山一路交汇处,3,430,16789189,39029
博林天瑞花园（一期）,2014/7/18,15-May,南山,留仙大道和平山一路交汇处,2,312,11250119,36055
博林天瑞花园（一期）,2014/7/18,15-Apr,南山,留仙大道和平山一路交汇处,13,1817,68806133,37870
博林天瑞花园（一期）,2014/7/18,15-Mar,南山,留仙大道和平山一路交汇处,8,1154,42809503,37105
博林天瑞花园（一期）,2014/7/18,15-Feb,南山,留仙大道和平山一路交汇处,5,732,26590033,36326
博林天瑞花园（一期）,2014/7/18,15-Jan,南山,留仙大道和平山一路交汇处,37,5165,190561790,36893
博林天瑞花园（一期）,2014/7/18,14-Dec,南山,留仙大道和平山一路交汇处,50,6941,250700461,36121
博林天瑞花园（一期）,2014/7/18,14-Nov,南山,留仙大道和平山一路交汇处,59,7165,262878899,36691
博林天瑞花园（一期）,2014/7/18,14-Oct,南山,留仙大道和平山一路交汇处,35,4854,173981871,35840
博林天瑞花园（一期）,2014/7/18,14-Sep,南山,留仙大道和平山一路交汇处,53,6206,224576208,36186
博林天瑞花园（一期）,2014/7/18,14-Aug,南山,留仙大道和平山一路交汇处,101,11060,403184124,36456
泊郡雅苑,2013/1/11,14-Jan,盐田,盐田区盐田街道明珠大道北,1,89,1516920,17115
泊郡雅苑,2013/1/11,13-Oct,盐田,盐田区盐田街道明珠大道北,4,325,5570517,17115
泊郡雅苑,2013/1/11,13-Sep,盐田,盐田区盐田街道明珠大道北,5,386,6602437,17115
泊郡雅苑,2013/1/11,13-Jul,盐田,盐田区盐田街道明珠大道北,21,1670,28578084,17115
泊郡雅苑,2013/1/11,13-Jun,盐田,盐田区盐田街道明珠大道北,39,2994,51247786,17116
泊郡雅苑,2013/1/11,13-May,盐田,盐田区盐田街道明珠大道北,39,3110,53228395,17116
泊郡雅苑,2013/1/11,13-Apr,盐田,盐田区盐田街道明珠大道北,29,2306,39471721,17116
泊郡雅苑,2013/1/11,13-Mar,盐田,盐田区盐田街道明珠大道北,44,3206,53327258,16635
泊郡雅苑,2013/1/11,13-Feb,盐田,盐田区盐田街道明珠大道北,23,1716,28516759,16620
泊郡雅苑,2013/1/11,13-Jan,盐田,盐田区盐田街道明珠大道北,49,3566,57710333,16186
承翰陶源花园,2013/5/7,15-Feb,龙岗,龙岗区龙城街道五联社区,7,768,11153635,14526
承翰陶源花园,2013/6/21,15-Feb,龙岗,龙岗区龙城街道五联社区,2,283,3648047,12892
承翰陶源花园,2013/5/7,15-Jan,龙岗,龙岗区龙城街道五联社区,13,2015,31003594,15390
承翰陶源花园,2013/6/21,15-Jan,龙岗,龙岗区龙城街道五联社区,3,235,3105100,13214
承翰陶源花园,2013/5/7,14-Dec,龙岗,龙岗区龙城街道五联社区,23,3277,47269003,14426
承翰陶源花园,2013/6/21,14-Dec,龙岗,龙岗区龙城街道五联社区,2,231,2966423,12846
承翰陶源花园,2013/5/7,14-Nov,龙岗,龙岗区龙城街道五联社区,16,2258,32766524,14511
承翰陶源花园,2013/6/21,14-Nov,龙岗,龙岗区龙城街道五联社区,3,373,5074934,13589
承翰陶源花园,2013/5/7,14-Oct,龙岗,龙岗区龙城街道五联社区,10,1446,21530448,14885
承翰陶源花园,2013/6/21,14-Oct,龙岗,龙岗区龙城街道五联社区,5,649,8526168,13147
承翰陶源花园,2013/5/7,14-Sep,龙岗,龙岗区龙城街道五联社区,10,1496,22287024,14896
承翰陶源花园,2013/6/21,14-Sep,龙岗,龙岗区龙城街道五联社区,4,511,6602850,12934
承翰陶源花园,2013/5/7,14-Aug,龙岗,龙岗区龙城街道五联社区,4,608,9552654,15720
承翰陶源花园,2013/6/21,14-Aug,龙岗,龙岗区龙城街道五联社区,4,354,5215178,14720
承翰陶源花园,2013/5/7,14-Jul,龙岗,龙岗区龙城街道五联社区,6,627,9488497,15123
承翰陶源花园,2013/5/7,14-Jun,龙岗,龙岗区龙城街道五联社区,3,420,6794248,16158
承翰陶源花园,2013/6/21,14-Jun,龙岗,龙岗区龙城街道五联社区,5,423,5905029,13961
承翰陶源花园,2013/5/7,14-May,龙岗,龙岗区龙城街道五联社区,9,1355,22272103,16433
承翰陶源花园,2013/6/21,14-May,龙岗,龙岗区龙城街道五联社区,7,879,12758037,14507
承翰陶源花园,2013/5/7,14-Apr,龙岗,龙岗区龙城街道五联社区,4,347,4801464,13833
承翰陶源花园,2013/6/21,14-Apr,龙岗,龙岗区龙城街道五联社区,25,2118,29600537,13976
承翰陶源花园,2013/5/7,14-Mar,龙岗,龙岗区龙城街道五联社区,4,341,4721128,13832
承翰陶源花园,2013/6/21,14-Mar,龙岗,龙岗区龙城街道五联社区,52,4442,62080494,13976
